t (ms);Axis_1 [1] Default\P-Parameter\P-0-0038 Torque-generating current, command value(A eff);Axis_1 [1] Default\P-Parameter\P-0-0039 Flux-generating current, command value(A eff);Axis_1 [1] Default\P-Parameter\P-0-0043 Torque-generating current, actual value(A eff);Axis_1 [1] Default\P-Parameter\P-0-0044 Flux-generating current, actual value(A eff)
-377,5;0,003;0;-0,018;0,001;
-377;0,033;0;0,003;-0,006;
-376,5;-0,007;0;-0,011;0,004;
-376;-0,013;0;0,008;0,004;
-375,5;0,012;0;0,012;-0,003;
-375;-0,009;0;0,012;0,012;
-374,5;0,024;0;0,013;0,007;
-374;-0,014;0;-0,015;-0,012;
-373,5;0,002;0;-0,008;-0,003;
-373;0,009;0;0;-0,005;
-372,5;-0,013;0;0,002;-0,005;
-372;0,034;0;0,011;0,009;
-371,5;0,003;0;-0,053;0,001;
-371;-0,023;0;-0,003;0,002;
-370,5;0,014;0;0;0,007;
-370;0,024;0;0,003;0,007;
-369,5;0,008;0;0,011;-0,008;
-369;-0,003;0;0,003;0,005;
-368,5;0,007;0;0,005;-0,002;
-368;0,007;0;-0,003;0,001;
-367,5;-0,008;0;-0,002;0,004;
-367;-0,001;0;-0,005;0,009;
-366,5;0,001;0;0,007;-0,009;
-366;0,027;0;-0,003;0,003;
-365,5;-0,013;0;0,01;0;
-365;0,021;0;-0,006;-0,016;
-364,5;0,016;0;0,007;0,001;
-364;-0,014;0;-0,026;-0,009;
-363,5;0,023;0;-0,005;-0,008;
-363;-0,006;0;-0,003;0,003;
-362,5;-0,003;0;0,007;0,004;
-362;0,011;0;0,012;-0,001;
-361,5;0,014;0;-0,018;0,004;
-361;0,006;0;-0,006;0,005;
-360,5;-0,021;0;-0,021;-0,008;
-360;0,011;0;0,005;0,013;
-359,5;-0,022;0;-0,007;0,015;
-359;-0,008;0;0,018;0,007;
-358,5;0,008;0;0,03;0,001;
-358;0,007;0;0,022;0,007;
-357,5;0,014;0;0,019;-0,002;
-357;0,008;0;-0,014;0;
-356,5;-0,004;0;0,012;0,001;
-356;-0,013;0;-0,001;0,001;
-355,5;0,017;0;-0,007;-0,005;
-355;-0,004;0;-0,021;0,001;
-354,5;-0,001;0;0,023;0,015;
-354;-0,019;0;0,02;0;
-353,5;-0,019;0;-0,001;-0,001;
-353;0,001;0;0,014;-0,001;
-352,5;0,002;0;-0,001;-0,009;
-352;0,023;0;0,011;0,002;
-351,5;-0,006;0;-0,001;-0,004;
-351;0,029;0;-0,026;-0,003;
-350,5;-0,016;0;-0,015;0,008;
-350;0,021;0;0;0;
-349,5;0,004;0;0,008;0;
-349;0,011;0;0,007;-0,007;
-348,5;-0,032;0;0;0,001;
-348;-0,004;0;0,013;0,014;
-347,5;-0,002;0;0,026;0,007;
-347;0,001;0;0,013;0,001;
-346,5;-0,002;0;0,008;-0,006;
-346;0,003;0;0,019;-0,001;
-345,5;-0,007;0;0,007;0;
-345;-0,002;0;-0,012;-0,003;
-344,5;0,009;0;0,01;0,004;
-344;0,037;0;-0,003;0,005;
-343,5;0,037;0;0;0;
-343;0,001;0;-0,029;0,003;
-342,5;0,049;0;-0,006;0,003;
-342;0,001;0;-0,007;-0,005;
-341,5;0;0;0,009;0,006;
-341;-0,017;0;0,01;0,007;
-340,5;0,019;0;0;0,01;
-340;0,011;0;0,003;-0,001;
-339,5;0,022;0;-0,015;-0,006;
-339;-0,013;0;-0,015;-0,007;
-338,5;-0,009;0;0,008;-0,01;
-338;-0,004;0;0,022;-0,004;
-337,5;-0,011;0;0,025;0,002;
-337;-0,007;0;0,026;-0,002;
-336,5;0,033;0;-0,016;-0,003;
-336;-0,009;0;-0,018;-0,006;
-335,5;0,014;0;-0,018;-0,011;
-335;0,017;0;-0,042;-0,014;
-334,5;-0,001;0;-0,017;-0,004;
-334;0,024;0;-0,01;0,007;
-333,5;-0,049;0;0,026;0,008;
-333;0,037;0;0,015;0,007;
-332,5;-0,024;0;-0,041;-0,006;
-332;-0,014;0;0,013;0,001;
-331,5;0,034;0;0,006;0,008;
-331;0,017;0;-0,026;0,008;
-330,5;0,011;0;-0,007;0,005;
-330;-0,002;0;-0,017;-0,002;
-329,5;0,013;0;-0,011;-0,007;
-329;0,001;0;0,002;0;
-328,5;-0,007;0;-0,009;0,005;
-328;-0,007;0;-0,004;0,006;
-327,5;-0,011;0;-0,001;-0,001;
-327;0,012;0;-0,006;-0,003;
-326,5;-0,014;0;-0,007;-0,002;
-326;0,026;0;0,003;-0,001;
-325,5;0,017;0;0,002;-0,002;
-325;0,009;0;0,017;-0,007;
-324,5;-0,006;0;0,001;0,007;
-324;-0,003;0;0,005;0,008;
-323,5;0,022;0;0,007;0,013;
-323;-0,007;0;-0,019;0,007;
-322,5;0,001;0;0,015;-0,006;
-322;-0,008;0;0,015;0,009;
-321,5;0,033;0;-0,006;-0,007;
-321;-0,014;0;-0,012;-0,005;
-320,5;0,002;0;0,02;0,002;
-320;0,012;0;-0,01;0,002;
-319,5;0,032;0;-0,008;0,009;
-319;-0,024;0;-0,003;0,004;
-318,5;-0,003;0;0,007;0,004;
-318;0,001;0;0,006;0,006;
-317,5;-0,03;0;0,01;0,014;
-317;-0,018;0;-0,023;-0,005;
-316,5;-0,022;0;0,03;-0,001;
-316;-0,001;0;0,023;0,001;
-315,5;0,011;0;0,03;0,002;
-315;-0,007;0;0,002;-0,008;
-314,5;-0,017;0;0,001;-0,004;
-314;0,002;0;0,009;0,005;
-313,5;-0,009;0;0,012;0,002;
-313;0,001;0;-0,004;-0,004;
-312,5;-0,004;0;-0,005;0;
-312;0,002;0;0,024;0;
-311,5;-0,013;0;-0,014;-0,016;
-311;0,024;0;0,008;0,004;
-310,5;-0,009;0;-0,002;0,006;
-310;0,023;0;-0,001;0,004;
-309,5;0,024;0;-0,028;0,006;
-309;-0,021;0;-0,035;0,005;
-308,5;0,037;0;-0,015;-0,006;
-308;-0,003;0;0,006;0,002;
-307,5;0,021;0;-0,016;-0,013;
-307;0,026;0;-0,013;-0,006;
-306,5;-0,012;0;-0,013;0,003;
-306;0,006;0;0,007;-0,007;
-305,5;-0,016;0;-0,008;0,011;
-305;-0,017;0;0,018;0,01;
-304,5;0,004;0;0,027;-0,004;
-304;0,021;0;-0,01;0,013;
-303,5;-0,009;0;-0,021;0,008;
-303;-0,014;0;-0,004;0;
-302,5;0,001;0;0,01;0;
-302;-0,021;0;0,006;-0,01;
-301,5;0,016;0;0,004;-0,008;
-301;-0,003;0;-0,019;-0,001;
-300,5;0,003;0;-0,007;0,007;
-300;-0,021;0;-0,015;-0,007;
-299,5;-0,017;0;-0,01;-0,004;
-299;-0,013;0;-0,023;0;
-298,5;0,03;0;-0,001;0,007;
-298;0,002;0;-0,011;0,005;
-297,5;0,004;0;-0,004;0;
-297;0,012;0;-0,003;-0,002;
-296,5;0,009;0;-0,002;-0,009;
-296;-0,012;0;0,012;0;
-295,5;-0,006;0;0,006;-0,003;
-295;-0,008;0;0,01;-0,001;
-294,5;-0,011;0;-0,002;0;
-294;-0,004;0;0,005;-0,013;
-293,5;-0,007;0;0,005;-0,009;
-293;-0,023;0;0,028;-0,005;
-292,5;0,007;0;-0,008;-0,006;
-292;-0,013;0;0,002;0,014;
-291,5;-0,014;0;0,045;-0,01;
-291;-0,002;0;0,012;0;
-290,5;0,016;0;-0,016;-0,005;
-290;0,032;0;0,001;-0,001;
-289,5;-0,004;0;0,01;0,014;
-289;-0,008;0;0;-0,015;
-288,5;0,007;0;0,005;-0,006;
-288;-0,006;0;-0,007;0,018;
-287,5;-0,021;0;-0,018;0,007;
-287;0,016;0;0,008;-0,005;
-286,5;0,014;0;-0,02;-0,003;
-286;-0,012;0;-0,002;0;
-285,5;0,006;0;0,017;0,005;
-285;-0,027;0;-0,012;-0,003;
-284,5;0,032;0;0,006;0,003;
-284;-0,006;0;0,004;0,003;
-283,5;0,013;0;-0,014;0,006;
-283;0,016;0;-0,043;0,006;
-282,5;0,013;0;-0,022;0;
-282;0,004;0;-0,002;0;
-281,5;-0,019;0;0,001;0,007;
-281;0,022;0;-0,004;-0,006;
-280,5;0,011;0;-0,026;0,008;
-280;-0,019;0;0,002;-0,007;
-279,5;-0,007;0;0;-0,007;
-279;-0,016;0;0,015;0,004;
-278,5;0;0;0,009;-0,002;
-278;-0,002;0;-0,003;-0,006;
-277,5;0,004;0;0,003;0,007;
-277;0,018;0;0,001;-0,005;
-276,5;-0,024;0;0,006;0,007;
-276;-0,004;0;0;-0,006;
-275,5;0,013;0;0,007;0,002;
-275;-0,018;0;0,007;0,008;
-274,5;0,009;0;0,015;0,011;
-274;0,001;0;0;0,002;
-273,5;-0,003;0;0,006;-0,004;
-273;0,004;0;0,002;0,001;
-272,5;0,011;0;-0,006;0;
-272;0,003;0;0,003;-0,004;
-271,5;-0,001;0;0,013;0,005;
-271;-0,026;0;0,02;0,003;
-270,5;0,002;0;0,018;0,009;
-270;-0,011;0;-0,006;0,012;
-269,5;0,004;0;0,02;-0,001;
-269;0,001;0;0,007;-0,006;
-268,5;0,048;0;-0,003;0,004;
-268;-0,001;0;-0,023;-0,001;
-267,5;0,013;0;-0,008;0,004;
-267;-0,011;0;0,019;-0,004;
-266,5;-0,008;0;-0,023;-0,006;
-266;0,001;0;0,013;0,01;
-265,5;0;0;0,007;-0,014;
-265;0,009;0;-0,026;-0,011;
-264,5;-0,019;0;0,003;-0,001;
-264;-0,001;0;-0,006;0,004;
-263,5;0,011;0;0,027;0,002;
-263;-0,003;0;-0,004;0,003;
-262,5;-0,017;0;0,016;0,001;
-262;0,027;0;0,009;0,008;
-261,5;0;0;0,019;-0,004;
-261;0,013;0;-0,005;-0,005;
-260,5;-0,002;0;-0,023;-0,001;
-260;-0,007;0;-0,011;-0,003;
-259,5;0,001;0;0,003;0,008;
-259;-0,018;0;0,013;0,007;
-258,5;0,013;0;0,007;0,002;
-258;-0,032;0;-0,015;-0,005;
-257,5;0,004;0;0,029;0,013;
-257;-0,001;0;0;-0,008;
-256,5;0,001;0;0,003;-0,006;
-256;-0,012;0;0,008;0,01;
-255,5;0,018;0;0,021;0,012;
-255;-0,013;0;-0,014;0,006;
-254,5;-0,004;0;-0,026;0,001;
-254;-0,043;0;0,006;0,008;
-253,5;0,021;0;0,009;0;
-253;0,021;0;0,018;-0,002;
-252,5;0,003;0;-0,005;-0,001;
-252;0,022;0;0,013;0,007;
-251,5;-0,034;0;0,016;-0,005;
-251;0,018;0;0;0,001;
-250,5;-0,013;0;0,004;-0,01;
-250;-0,016;0;0,036;-0,003;
-249,5;-0,008;0;0,027;0,003;
-249;-0,004;0;0;0,001;
-248,5;0,014;0;-0,007;-0,002;
-248;0,004;0;-0,011;-0,003;
-247,5;0,001;0;0,013;-0,007;
-247;-0,014;0;0,014;-0,022;
-246,5;0,018;0;0,01;-0,001;
-246;-0,008;0;0,027;0;
-245,5;0,023;0;0;0,001;
-245;0,006;0;-0,006;-0,013;
-244,5;-0,001;0;-0,008;0;
-244;0,012;0;-0,014;0,009;
-243,5;-0,023;0;-0,012;-0,007;
-243;0,007;0;0,008;0,001;
-242,5;-0,014;0;-0,015;-0,002;
-242;0,003;0;0,002;-0,008;
-241,5;0,007;0;0,022;0;
-241;0,019;0;-0,012;-0,006;
-240,5;-0,019;0;0;0,009;
-240;0,008;0;-0,004;-0,007;
-239,5;0,016;0;-0,013;-0,003;
-239;-0,016;0;0,015;-0,006;
-238,5;0,024;0;0,001;0,007;
-238;-0,001;0;-0,004;-0,002;
-237,5;0,012;0;0,017;0,003;
-237;0,002;0;0,005;0,01;
-236,5;-0,035;0;0;0,002;
-236;-0,004;0;0,02;-0,004;
-235,5;-0,014;0;-0,015;0,002;
-235;-0,002;0;0;-0,001;
-234,5;-0,006;0;-0,018;-0,012;
-234;0,006;0;-0,019;0,004;
-233,5;0,012;0;-0,006;-0,001;
-233;-0,003;0;-0,002;-0,001;
-232,5;0,004;0;-0,014;-0,003;
-232;-0,027;0;0,005;0,004;
-231,5;-0,028;0;0,054;0,009;
-231;0,027;0;0,005;-0,006;
-230,5;-0,026;0;0,005;-0,007;
-230;0,017;0;0,019;0,003;
-229,5;-0,034;0;0,014;0;
-229;-0,004;0;0,004;0,015;
-228,5;-0,012;0;-0,018;0;
-228;-0,009;0;-0,011;-0,002;
-227,5;0,009;0;0,001;0,009;
-227;-0,001;0;0,002;0,003;
-226,5;0,001;0;0,001;-0,001;
-226;0,03;0;-0,015;0,009;
-225,5;-0,03;0;0;-0,001;
-225;0,012;0;0,006;0,002;
-224,5;-0,026;0;0,013;-0,001;
-224;-0,007;0;0,01;-0,012;
-223,5;0,021;0;0,015;-0,012;
-223;-0,029;0;-0,004;-0,001;
-222,5;-0,009;0;0,008;-0,006;
-222;0,037;0;-0,01;0;
-221,5;0,003;0;0,001;0;
-221;-0,019;0;0,006;-0,006;
-220,5;-0,008;0;0,003;0,001;
-220;-0,002;0;0,022;0;
-219,5;0,028;0;-0,021;-0,005;
-219;0,018;0;-0,04;-0,009;
-218,5;0,024;0;0,005;-0,003;
-218;0,006;0;0,01;-0,007;
-217,5;-0,024;0;0,008;0,001;
-217;0,026;0;0,002;-0,001;
-216,5;-0,003;0;0;0,004;
-216;-0,013;0;0,011;0,005;
-215,5;-0,03;0;0,008;0;
-215;0,017;0;0,008;0,001;
-214,5;-0,009;0;0,013;-0,01;
-214;-0,001;0;-0,003;0,011;
-213,5;-0,026;0;0,014;0;
-213;0,028;0;-0,002;-0,013;
-212,5;-0,009;0;0,001;-0,001;
-212;0,006;0;0;-0,003;
-211,5;0,001;0;-0,003;0,003;
-211;-0,013;0;-0,004;-0,003;
-210,5;0,011;0;-0,024;0;
-210;0,003;0;0,008;0,001;
-209,5;0,016;0;-0,016;0,002;
-209;-0,019;0;-0,002;0,001;
-208,5;0,016;0;-0,008;-0,005;
-208;-0,011;0;-0,017;-0,012;
-207,5;-0,008;0;0,011;0,006;
-207;0,009;0;-0,003;-0,016;
-206,5;0,029;0;-0,003;-0,007;
-206;-0,023;0;-0,015;0,006;
-205,5;-0,052;0;0,013;-0,017;
-205;0,047;0;0,013;0,004;
-204,5;-0,011;0;-0,007;0;
-204;0,009;0;-0,012;0,002;
-203,5;-0,003;0;-0,014;0,001;
-203;-0,006;0;0;0,017;
-202,5;-0,034;0;0,012;0,006;
-202;-0,014;0;0,027;0,007;
-201,5;-0,014;0;0,022;0,01;
-201;-0,018;0;0,022;0,001;
-200,5;-0,008;0;-0,004;0,006;
-200;-0,021;0;0,017;0,004;
-199,5;0,021;0;0,017;-0,008;
-199;-0,014;0;0,001;0,013;
-198,5;0,019;0;-0,001;-0,003;
-198;-0,004;0;0,016;0,002;
-197,5;0,002;0;-0,019;0,002;
-197;0,001;0;0,01;0,009;
-196,5;-0,003;0;0,009;-0,002;
-196;-0,008;0;0,031;-0,002;
-195,5;-0,016;0;0,007;0,001;
-195;-0,012;0;0,006;0,008;
-194,5;0,008;0;-0,001;0,005;
-194;0,018;0;0,002;-0,002;
-193,5;0,003;0;0,001;0,003;
-193;0,023;0;0,007;0,009;
-192,5;-0,019;0;-0,001;-0,018;
-192;0,026;0;0;0,001;
-191,5;-0,002;0;0,006;-0,011;
-191;0,007;0;-0,015;0,005;
-190,5;-0,003;0;0,01;0,002;
-190;0,002;0;0;0,005;
-189,5;0,003;0;0,018;-0,011;
-189;-0,037;0;-0,001;0,002;
-188,5;-0,017;0;-0,031;-0,001;
-188;0,003;0;0,003;0,007;
-187,5;0,018;0;0;0,002;
-187;0,002;0;-0,001;-0,003;
-186,5;-0,011;0;-0,021;-0,007;
-186;0,032;0;-0,016;0,006;
-185,5;0,017;0;-0,02;-0,003;
-185;0,009;0;-0,009;-0,003;
-184,5;-0,013;0;0,007;-0,005;
-184;0,017;0;0,002;-0,002;
-183,5;-0,008;0;-0,007;0,008;
-183;0,018;0;-0,012;0,004;
-182,5;0,018;0;0,002;-0,004;
-182;-0,013;0;0,023;0,003;
-181,5;-0,03;0;-0,016;0,002;
-181;0,021;0;-0,002;-0,003;
-180,5;0,002;0;-0,005;-0,003;
-180;-0,012;0;-0,004;-0,002;
-179,5;-0,012;0;0,013;0;
-179;-0,007;0;0,011;0,002;
-178,5;0,011;0;-0,014;-0,006;
-178;-0,014;0;-0,015;-0,008;
-177,5;-0,007;0;-0,005;-0,002;
-177;0;0;0;0,008;
-176,5;0,003;0;0,016;0,006;
-176;-0,003;0;0,002;-0,001;
-175,5;-0,026;0;0,018;-0,002;
-175;0,027;0;0,003;0,006;
-174,5;0,017;0;0;-0,017;
-174;-0,008;0;-0,004;0;
-173,5;-0,007;0;-0,014;0;
-173;0,017;0;-0,027;0,004;
-172,5;-0,007;0;-0,005;-0,005;
-172;0,002;0;0,012;0,004;
-171,5;-0,021;0;-0,006;0,001;
-171;0;0;0;0;
-170,5;0,006;0;-0,012;-0,001;
-170;0,007;0;-0,001;-0,004;
-169,5;0,006;0;-0,014;0,001;
-169;-0,018;0;0,004;0,012;
-168,5;0,003;0;0,001;0,012;
-168;0,014;0;-0,002;-0,003;
-167,5;-0,007;0;-0,012;0,004;
-167;0,004;0;0,006;-0,006;
-166,5;0,001;0;-0,009;-0,003;
-166;0,014;0;0;-0,007;
-165,5;-0,035;0;-0,004;-0,013;
-165;0,029;0;-0,019;0,003;
-164,5;-0,021;0;-0,008;0,013;
-164;0,034;0;0,01;0;
-163,5;0,013;0;-0,001;0,008;
-163;0,006;0;-0,009;0,006;
-162,5;0,019;0;0,009;-0,015;
-162;-0,023;0;-0,002;0,006;
-161,5;0,016;0;-0,009;0,012;
-161;-0,017;0;-0,001;0,002;
-160,5;0,007;0;-0,001;0;
-160;-0,019;0;-0,005;0,003;
-159,5;0,045;0;0,009;0,003;
-159;0,017;0;-0,025;0,008;
-158,5;-0,006;0;-0,011;0,013;
-158;-0,011;0;0,008;0,014;
-157,5;-0,001;0;-0,002;-0,01;
-157;-0,04;0;-0,01;0,002;
-156,5;0,009;0;-0,021;0,004;
-156;0,017;0;-0,002;-0,012;
-155,5;-0,003;0;-0,017;-0,003;
-155;-0,003;0;0,007;0;
-154,5;0,021;0;0,007;0,01;
-154;-0,007;0;-0,006;0,005;
-153,5;0,013;0;-0,008;-0,003;
-153;0,002;0;-0,001;-0,002;
-152,5;-0,013;0;-0,01;0,002;
-152;-0,008;0;-0,004;0,002;
-151,5;0,016;0;0,024;0;
-151;-0,016;0;0,01;0,003;
-150,5;0,009;0;0,027;-0,008;
-150;-0,022;0;-0,001;0,014;
-149,5;0,011;0;0,017;0,01;
-149;-0,007;0;0,012;0;
-148,5;0,023;0;-0,008;0,01;
-148;0,026;0;0,008;-0,011;
-147,5;-0,007;0;0,009;-0,014;
-147;0,012;0;-0,002;-0,013;
-146,5;-0,029;0;0,017;0;
-146;0,011;0;0,01;-0,007;
-145,5;-0,006;0;-0,004;0;
-145;-0,002;0;0,001;0,002;
-144,5;0,016;0;-0,02;-0,011;
-144;0,006;0;-0,003;-0,009;
-143,5;-0,004;0;0,026;-0,006;
-143;-0,024;0;-0,002;-0,004;
-142,5;0,013;0;-0,003;-0,003;
-142;0,013;0;0,006;-0,003;
-141,5;0;0;-0,014;0,004;
-141;0,017;0;0;0,002;
-140,5;0,006;0;0,003;0,015;
-140;-0,004;0;0;-0,022;
-139,5;0;0;0;-0,007;
-139;0,003;0;0,009;0,004;
-138,5;-0,012;0;0,03;0,009;
-138;-0,004;0;0,025;0;
-137,5;0,013;0;0,017;-0,002;
-137;0,026;0;0,001;0,007;
-136,5;-0,007;0;-0,021;-0,002;
-136;0,002;0;0,009;-0,001;
-135,5;0;0;0,003;-0,007;
-135;-0,004;0;0,015;-0,004;
-134,5;-0,004;0;-0,015;0;
-134;-0,002;0;-0,003;-0,004;
-133,5;-0,021;0;-0,023;-0,001;
-133;0,002;0;-0,003;0,006;
-132,5;-0,007;0;-0,001;0,008;
-132;0,024;0;-0,003;-0,01;
-131,5;-0,003;0;-0,013;0,012;
-131;0,028;0;0,003;0,009;
-130,5;0,003;0;0,003;0,013;
-130;0,009;0;-0,009;0,009;
-129,5;-0,012;0;0,005;-0,003;
-129;-0,013;0;-0,006;0,004;
-128,5;-0,006;0;-0,016;0;
-128;-0,011;0;0,003;-0,003;
-127,5;-0,006;0;0,003;-0,018;
-127;-0,001;0;0,016;0,002;
-126,5;-0,012;0;-0,013;0,004;
-126;0,014;0;0,008;0,007;
-125,5;0,032;0;-0,008;0,004;
-125;0,006;0;-0,011;0;
-124,5;-0,008;0;-0,002;0,003;
-124;-0,001;0;-0,012;-0,003;
-123,5;0,002;0;-0,02;-0,006;
-123;0;0;0,002;-0,002;
-122,5;0,011;0;0,004;-0,002;
-122;-0,008;0;-0,023;0;
-121,5;0,004;0;0,009;-0,003;
-121;-0,042;0;-0,019;0,01;
-120,5;0,023;0;0,017;0;
-120;0,003;0;0,016;-0,001;
-119,5;0,003;0;0,003;0,004;
-119;0,003;0;-0,011;-0,002;
-118,5;0,018;0;0,004;0,005;
-118;-0,011;0;0;-0,002;
-117,5;-0,032;0;0,016;0,002;
-117;-0,017;0;0,021;0,001;
-116,5;0,028;0;0;0,008;
-116;-0,014;0;0,006;0,004;
-115,5;0,013;0;0,012;0,011;
-115;0,001;0;0,016;-0,005;
-114,5;-0,033;0;0,012;0,003;
-114;0,017;0;0,028;-0,008;
-113,5;0,019;0;-0,017;0;
-113;-0,011;0;-0,009;-0,006;
-112,5;-0,011;0;-0,015;0,003;
-112;0,003;0;-0,011;-0,004;
-111,5;-0,006;0;0,001;0,008;
-111;0,007;0;0,003;-0,002;
-110,5;-0,011;0;0,001;-0,007;
-110;-0,007;0;0,005;-0,01;
-109,5;-0,007;0;0,008;0,001;
-109;-0,006;0;0,027;0,005;
-108,5;-0,002;0;-0,008;0,007;
-108;-0,027;0;0,037;-0,013;
-107,5;-0,001;0;0,036;-0,004;
-107;-0,027;0;0,012;0,001;
-106,5;0,006;0;-0,009;0,001;
-106;-0,008;0;0,01;0,002;
-105,5;-0,007;0;0,011;-0,009;
-105;0,017;0;-0,002;-0,001;
-104,5;0,004;0;-0,003;-0,005;
-104;0,017;0;-0,006;0,006;
-103,5;0,035;0;-0,018;0,001;
-103;0,012;0;-0,005;0,007;
-102,5;0,006;0;-0,006;0;
-102;-0,008;0;0,003;0;
-101,5;0,004;0;-0,007;0;
-101;-0,009;0;-0,019;-0,003;
-100,5;0,004;0;-0,012;0;
-100;0,004;0;-0,017;0,006;
-99,5;0,028;0;-0,052;0,015;
-99;0,008;0;0,011;0,002;
-98,5;-0,014;0;-0,015;0;
-98;0,023;0;0,009;0,004;
-97,5;-0,002;0;-0,021;0,004;
-97;0,032;0;0,023;0,003;
-96,5;0,011;0;-0,008;0,005;
-96;0,002;0;-0,019;0,001;
-95,5;-0,003;0;-0,016;-0,001;
-95;0,009;0;0,01;0,005;
-94,5;0,016;0;-0,016;-0,002;
-94;0,008;0;0,005;-0,004;
-93,5;0,003;0;-0,019;-0,001;
-93;0,003;0;-0,005;-0,017;
-92,5;0,033;0;0,004;0,009;
-92;0,007;0;-0,03;0,003;
-91,5;-0,002;0;0,002;-0,009;
-91;0,008;0;-0,016;0,008;
-90,5;0,006;0;-0,001;0,004;
-90;-0,008;0;-0,027;0,01;
-89,5;0,001;0;-0,005;0,001;
-89;0,022;0;-0,002;0,002;
-88,5;0,007;0;-0,015;-0,014;
-88;0,013;0;-0,013;-0,002;
-87,5;-0,006;0;0;0;
-87;0,009;0;0,008;0,002;
-86,5;0,003;0;-0,002;-0,003;
-86;0,008;0;0,003;-0,001;
-85,5;-0,011;0;-0,024;-0,003;
-85;0,012;0;0,008;0,007;
-84,5;-0,003;0;-0,005;-0,005;
-84;-0,012;0;0,009;0;
-83,5;0,014;0;0,012;-0,003;
-83;0,006;0;0,012;0,005;
-82,5;0,007;0;-0,018;0;
-82;0,029;0;0,001;0,007;
-81,5;0;0;-0,01;0,013;
-81;-0,021;0;-0,004;0,001;
-80,5;0,033;0;-0,002;-0,004;
-80;0,012;0;-0,026;-0,01;
-79,5;-0,004;0;-0,018;0,006;
-79;0,019;0;0,013;-0,007;
-78,5;-0,012;0;0,011;0,002;
-78;0,009;0;0,011;-0,001;
-77,5;0,022;0;-0,011;-0,003;
-77;-0,023;0;0,005;0;
-76,5;0,028;0;0,01;-0,004;
-76;-0,002;0;-0,023;0;
-75,5;0,004;0;0,002;0,004;
-75;-0,024;0;-0,015;-0,019;
-74,5;-0,002;0;0,01;0,024;
-74;0,008;0;0,012;0,006;
-73,5;0,004;0;0,016;0;
-73;-0,004;0;-0,003;-0,014;
-72,5;-0,038;0;0,012;-0,003;
-72;-0,011;0;-0,006;-0,007;
-71,5;0,009;0;0,016;0,007;
-71;-0,008;0;-0,022;-0,002;
-70,5;0,018;0;-0,003;0,009;
-70;0,003;0;0,013;0,002;
-69,5;-0,019;0;0,013;-0,006;
-69;0,018;0;0,01;0;
-68,5;-0,023;0;-0,022;0,009;
-68;-0,022;0;0,006;0;
-67,5;0,001;0;0,016;0,003;
-67;-0,038;0;-0,002;0,006;
-66,5;0,006;0;0,048;0,018;
-66;-0,012;0;0,004;-0,007;
-65,5;0,001;0;0,005;0,009;
