t (ms);Axis_1 [1] Default\P-Parameter\P-0-0048 Effective velocity command value(U/min );Axis_1 [1] Default\S-Parameter\S-0-0040 Velocity feedback value(U/min );Axis_1 [1] Default\S-Parameter\S-0-0051 Position feedback value 1(Grad);Axis_1 [1] Default\SubtractionAxis_1 [1] Default\P-Parameter\P-0-0048 Effective velocity command value-Axis_1 [1] Default\S-Parameter\S-0-0040 Velocity feedback value(U/min )
-371,5;0;-0,6866;-21048,978;0,6866;
-371;0;0,3433;-21048,9756;-0,3433;
-370,5;0;-0,3433;-21048,9764;0,3433;
-370;0;0,4005;-21048,9785;-0,4005;
-369,5;0;-0,8011;-21048,9788;0,8011;
-369;0;0,515;-21048,9775;-0,515;
-368,5;0;0,1717;-21048,9775;-0,1717;
-368;0;0,1717;-21048,9775;-0,1717;
-367,5;0;-1,1444;-21048,9779;1,1444;
-367;0;-0,7439;-21048,9785;0,7439;
-366,5;0;0,5722;-21048,9777;-0,5722;
-366;0;0,515;-21048,9785;-0,515;
-365,5;0;-1,7738;-21048,9787;1,7738;
-365;0;0,0572;-21048,977;-0,0572;
-364,5;0;-1,4305;-21048,9779;1,4305;
-364;0;-0,0572;-21048,9775;0,0572;
-363,5;0;-0,515;-21048,9773;0,515;
-363;0;1,3161;-21048,9754;-1,3161;
-362,5;0;1,1444;-21048,9756;-1,1444;
-362;0;-0,2861;-21048,9769;0,2861;
-361,5;0;-0,6294;-21048,9774;0,6294;
-361;0;0,6294;-21048,9763;-0,6294;
-360,5;0;1,2589;-21048,9751;-1,2589;
-360;0;-0,3433;-21048,9762;0,3433;
-359,5;0;0,3433;-21048,9768;-0,3433;
-359;0;1,2016;-21048,9765;-1,2016;
-358,5;0;0,5722;-21048,977;-0,5722;
-358;0;-0,6294;-21048,9776;0,6294;
-357,5;0;0,7439;-21048,9763;-0,7439;
-357;0;0,0572;-21048,9769;-0,0572;
-356,5;0;-1,3161;-21048,9769;1,3161;
-356;0;0,2861;-21048,9754;-0,2861;
-355,5;0;-0,1144;-21048,9756;0,1144;
-355;0;0;-21048,9761;0;
-354,5;0;-1,03;-21048,9764;1,03;
-354;0;-0,6294;-21048,9768;0,6294;
-353,5;0;-0,3433;-21048,9767;0,3433;
-353;0;0,8583;-21048,9758;-0,8583;
-352,5;0;-0,4578;-21048,9775;0,4578;
-352;0;0,2861;-21048,9775;-0,2861;
-351,5;0;0,3433;-21048,9781;-0,3433;
-351;0;0,2861;-21048,977;-0,2861;
-350,5;0;-1,2589;-21048,9787;1,2589;
-350;0;0,3433;-21048,9769;-0,3433;
-349,5;0;0,6294;-21048,9781;-0,6294;
-349;0;0,8011;-21048,9759;-0,8011;
-348,5;0;-2,0027;-21048,9794;2,0027;
-348;0;0,0572;-21048,9785;-0,0572;
-347,5;0;-0,4005;-21048,9779;0,4005;
-347;0;-0,2289;-21048,9771;0,2289;
-346,5;0;-0,8583;-21048,9782;0,8583;
-346;0;-0,1144;-21048,9762;0,1144;
-345,5;0;0,2289;-21048,9754;-0,2289;
-345;0;-0,4005;-21048,9765;0,4005;
-344,5;0;1,545;-21048,9758;-1,545;
-344;0;-0,1717;-21048,9775;0,1717;
-343,5;0;-0,8583;-21048,9769;0,8583;
-343;0;-1,1444;-21048,9791;1,1444;
-342,5;0;-0,1717;-21048,9775;0,1717;
-342;0;-0,1717;-21048,9783;0,1717;
-341,5;0;0,4005;-21048,9787;-0,4005;
-341;0;-0,3433;-21048,9767;0,3433;
-340,5;0;-0,9727;-21048,9799;0,9727;
-340;0;-0,5722;-21048,9795;0,5722;
-339,5;0;0,515;-21048,9781;-0,515;
-339;0;-1,0872;-21048,9781;1,0872;
-338,5;0;-0,1144;-21048,977;0,1144;
-338;0;-0,515;-21048,9758;0,515;
-337,5;0;-0,0572;-21048,9769;0,0572;
-337;0;0,8011;-21048,9768;-0,8011;
-336,5;0;-1,1444;-21048,9767;1,1444;
-336;0;-1,545;-21048,9771;1,545;
-335,5;0;0,2289;-21048,9776;-0,2289;
-335;0;0,515;-21048,975;-0,515;
-334,5;0;-0,5722;-21048,9743;0,5722;
-334;0;-0,1144;-21048,9754;0,1144;
-333,5;0;-0,6294;-21048,9757;0,6294;
-333;0;-1,2589;-21048,9755;1,2589;
-332,5;0;-0,0572;-21048,9752;0,0572;
-332;0;0,4578;-21048,9761;-0,4578;
-331,5;0;1,0872;-21048,9732;-1,0872;
-331;0;1,2016;-21048,9726;-1,2016;
-330,5;0;-1,03;-21048,9752;1,03;
-330;0;-0,5722;-21048,974;0,5722;
-329,5;0;-0,5722;-21048,9746;0,5722;
-329;0;-0,515;-21048,9756;0,515;
-328,5;0;0,4005;-21048,974;-0,4005;
-328;0;-0,4578;-21048,9752;0,4578;
-327,5;0;-0,3433;-21048,9762;0,3433;
-327;0;1,3733;-21048,9756;-1,3733;
-326,5;0;-0,4578;-21048,9759;0,4578;
-326;0;0,3433;-21048,9764;-0,3433;
-325,5;0;-0,9155;-21048,9769;0,9155;
-325;0;0,4005;-21048,9769;-0,4005;
-324,5;0;-1,3161;-21048,9769;1,3161;
-324;0;1,1444;-21048,975;-1,1444;
-323,5;0;-0,6866;-21048,9755;0,6866;
-323;0;-0,4578;-21048,9765;0,4578;
-322,5;0;-0,5722;-21048,9764;0,5722;
-322;0;1,545;-21048,9744;-1,545;
-321,5;0;-1,1444;-21048,9768;1,1444;
-321;0;-0,1717;-21048,9764;0,1717;
-320,5;0;0,5722;-21048,9743;-0,5722;
-320;0;-0,7439;-21048,9754;0,7439;
-319,5;0;0,4005;-21048,9751;-0,4005;
-319;0;-0,6294;-21048,9758;0,6294;
-318,5;0;0,9155;-21048,9749;-0,9155;
-318;0;-1,03;-21048,9767;1,03;
-317,5;0;0,8011;-21048,9768;-0,8011;
-317;0;2,5749;-21048,9742;-2,5749;
-316,5;0;-0,4005;-21048,9765;0,4005;
-316;0;0;-21048,9765;0;
-315,5;0;-0,3433;-21048,978;0,3433;
-315;0;1,8883;-21048,9746;-1,8883;
-314,5;0;0,4578;-21048,9752;-0,4578;
-314;0;-0,2289;-21048,9752;0,2289;
-313,5;0;1,2589;-21048,9756;-1,2589;
-313;0;-0,8583;-21048,9755;0,8583;
-312,5;0;-0,4005;-21048,9769;0,4005;
-312;0;0,515;-21048,975;-0,515;
-311,5;0;0,3433;-21048,9751;-0,3433;
-311;0;0,3433;-21048,9758;-0,3433;
-310,5;0;-0,8583;-21048,9756;0,8583;
-310;0;0,0572;-21048,9754;-0,0572;
-309,5;0;-0,3433;-21048,9756;0,3433;
-309;0;0,7439;-21048,9758;-0,7439;
-308,5;0;0,9155;-21048,9743;-0,9155;
-308;0;0,1717;-21048,9755;-0,1717;
-307,5;0;-1,2016;-21048,9781;1,2016;
-307;0;0,6866;-21048,9769;-0,6866;
-306,5;0;0,0572;-21048,9762;-0,0572;
-306;0;0,5722;-21048,9752;-0,5722;
-305,5;0;1,03;-21048,9756;-1,03;
-305;0;-0,9155;-21048,9773;0,9155;
-304,5;0;1,2016;-21048,9745;-1,2016;
-304;0;-0,2289;-21048,9752;0,2289;
-303,5;0;-0,7439;-21048,9763;0,7439;
-303;0;-0,6294;-21048,9758;0,6294;
-302,5;0;1,9455;-21048,9745;-1,9455;
-302;0;-0,4005;-21048,9756;0,4005;
-301,5;0;0,3433;-21048,9765;-0,3433;
-301;0;0,4578;-21048,9742;-0,4578;
-300,5;0;0,7439;-21048,9751;-0,7439;
-300;0;-0,1717;-21048,9757;0,1717;
-299,5;0;-0,2861;-21048,9771;0,2861;
-299;0;-0,2861;-21048,9763;0,2861;
-298,5;0;0,4005;-21048,9745;-0,4005;
-298;0;0,2861;-21048,975;-0,2861;
-297,5;0;-0,2289;-21048,9748;0,2289;
-297;0;-1,3161;-21048,977;1,3161;
-296,5;0;0,8583;-21048,9774;-0,8583;
-296;0;-0,3433;-21048,9759;0,3433;
-295,5;0;-0,6294;-21048,9758;0,6294;
-295;0;-0,1144;-21048,9758;0,1144;
-294,5;0;1,2589;-21048,9744;-1,2589;
-294;0;-0,6294;-21048,9767;0,6294;
-293,5;0;-0,4005;-21048,9761;0,4005;
-293;0;0,5722;-21048,9756;-0,5722;
-292,5;0;-0,6294;-21048,9761;0,6294;
-292;0;-0,0572;-21048,9758;0,0572;
-291,5;0;-1,2016;-21048,9767;1,2016;
-291;0;-0,5722;-21048,9779;0,5722;
-290,5;0;-0,5722;-21048,9786;0,5722;
-290;0;-0,1144;-21048,9783;0,1144;
-289,5;0;1,2016;-21048,9759;-1,2016;
-289;0;-0,8583;-21048,9788;0,8583;
-288,5;0;1,1444;-21048,975;-1,1444;
-288;0;0,1717;-21048,9768;-0,1717;
-287,5;0;0,3433;-21048,9758;-0,3433;
-287;0;-0,9727;-21048,978;0,9727;
-286,5;0;-0,0572;-21048,9771;0,0572;
-286;0;0;-21048,9775;0;
-285,5;0;0,4005;-21048,9769;-0,4005;
-285;0;-0,8583;-21048,9768;0,8583;
-284,5;0;-0,7439;-21048,9785;0,7439;
-284;0;0,1717;-21048,9769;-0,1717;
-283,5;0;2,4605;-21048,9744;-2,4605;
-283;0;-1,03;-21048,9783;1,03;
-282,5;0;-0,8011;-21048,977;0,8011;
-282;0;0,6294;-21048,9764;-0,6294;
-281,5;0;0,4005;-21048,9757;-0,4005;
-281;0;0,515;-21048,9762;-0,515;
-280,5;0;-0,4578;-21048,977;0,4578;
-280;0;-0,5722;-21048,9774;0,5722;
-279,5;0;0,8011;-21048,9764;-0,8011;
-279;0;0,5722;-21048,9769;-0,5722;
-278,5;0;0,2861;-21048,9763;-0,2861;
-278;0;0,5722;-21048,9775;-0,5722;
-277,5;0;0,2861;-21048,977;-0,2861;
-277;0;-0,1717;-21048,9765;0,1717;
-276,5;0;-0,7439;-21048,9785;0,7439;
-276;0;-0,515;-21048,9788;0,515;
-275,5;0;1,1444;-21048,9769;-1,1444;
-275;0;0,6866;-21048,9762;-0,6866;
-274,5;0;-0,1144;-21048,9779;0,1144;
-274;0;-0,8583;-21048,9786;0,8583;
-273,5;0;-0,6866;-21048,978;0,6866;
-273;0;1,4305;-21048,9748;-1,4305;
-272,5;0;0,1144;-21048,9762;-0,1144;
-272;0;0,5722;-21048,9745;-0,5722;
-271,5;0;0,2289;-21048,9767;-0,2289;
-271;0;1,4305;-21048,9757;-1,4305;
-270,5;0;-0,4005;-21048,9765;0,4005;
-270;0;0,8011;-21048,9765;-0,8011;
-269,5;0;-0,2289;-21048,9774;0,2289;
-269;0;-1,3161;-21048,9787;1,3161;
-268,5;0;-0,8011;-21048,9773;0,8011;
-268;0;-0,2861;-21048,9781;0,2861;
-267,5;0;-0,1717;-21048,9785;0,1717;
-267;0;0;-21048,9776;0;
-266,5;0;0,1717;-21048,9779;-0,1717;
-266;0;0,5722;-21048,9762;-0,5722;
-265,5;0;-0,2861;-21048,9769;0,2861;
-265;0;-0,5722;-21048,977;0,5722;
-264,5;0;0,2289;-21048,977;-0,2289;
-264;0;-1,4305;-21048,9793;1,4305;
-263,5;0;-0,515;-21048,9779;0,515;
-263;0;-0,4578;-21048,9775;0,4578;
-262,5;0;1,4877;-21048,9758;-1,4877;
-262;0;-0,8583;-21048,9777;0,8583;
-261,5;0;0,4578;-21048,9761;-0,4578;
-261;0;-0,2289;-21048,9774;0,2289;
-260,5;0;0;-21048,9769;0;
-260;0;0,8583;-21048,9763;-0,8583;
-259,5;0;-1,4305;-21048,9785;1,4305;
-259;0;-0,0572;-21048,9775;0,0572;
-258,5;0;1,545;-21048,9756;-1,545;
-258;0;0,0572;-21048,9769;-0,0572;
-257,5;0;-0,1144;-21048,9783;0,1144;
-257;0;0,1717;-21048,9795;-0,1717;
-256,5;0;-0,2289;-21048,98;0,2289;
-256;0;0,6866;-21048,9789;-0,6866;
-255,5;0;0,4005;-21048,9794;-0,4005;
-255;0;0,2861;-21048,9785;-0,2861;
-254,5;0;0,9155;-21048,9783;-0,9155;
-254;0;-1,1444;-21048,9793;1,1444;
-253,5;0;1,0872;-21048,9783;-1,0872;
-253;0;0,0572;-21048,9788;-0,0572;
-252,5;0;-0,6866;-21048,9793;0,6866;
-252;0;1,8311;-21048,9775;-1,8311;
-251,5;0;0,5722;-21048,9786;-0,5722;
-251;0;-0,6294;-21048,9783;0,6294;
-250,5;0;0,515;-21048,9789;-0,515;
-250;0;0,3433;-21048,9781;-0,3433;
-249,5;0;0,4578;-21048,9763;-0,4578;
-249;0;-0,9155;-21048,9776;0,9155;
-248,5;0;-1,4305;-21048,9786;1,4305;
-248;0;0,1144;-21048,9785;-0,1144;
-247,5;0;-0,1144;-21048,9789;0,1144;
-247;0;-0,6866;-21048,9783;0,6866;
-246,5;0;-0,1144;-21048,9793;0,1144;
-246;0;0,1144;-21048,9773;-0,1144;
-245,5;0;0,1717;-21048,9762;-0,1717;
-245;0;0,6294;-21048,9762;-0,6294;
-244,5;0;-0,8011;-21048,9786;0,8011;
-244;0;0,4578;-21048,9773;-0,4578;
-243,5;0;0,3433;-21048,9771;-0,3433;
-243;0;1,03;-21048,975;-1,03;
-242,5;0;0;-21048,9769;0;
-242;0;0,0572;-21048,9774;-0,0572;
-241,5;0;-0,515;-21048,9791;0,515;
-241;0;0,6294;-21048,9758;-0,6294;
-240,5;0;0,4005;-21048,9765;-0,4005;
-240;0;-0,6294;-21048,9764;0,6294;
-239,5;0;-0,6866;-21048,9759;0,6866;
-239;0;0,4005;-21048,9764;-0,4005;
-238,5;0;-0,1144;-21048,9759;0,1144;
-238;0;-0,0572;-21048,9775;0,0572;
-237,5;0;-1,6022;-21048,978;1,6022;
-237;0;1,4305;-21048,9762;-1,4305;
-236,5;0;-0,8011;-21048,9771;0,8011;
-236;0;-0,515;-21048,9771;0,515;
-235,5;0;0,8011;-21048,9758;-0,8011;
-235;0;-0,3433;-21048,9781;0,3433;
-234,5;0;0,2861;-21048,9771;-0,2861;
-234;0;1,7166;-21048,9762;-1,7166;
-233,5;0;-0,2289;-21048,9773;0,2289;
-233;0;-0,4578;-21048,9781;0,4578;
-232,5;0;-0,8011;-21048,9789;0,8011;
-232;0;1,3161;-21048,9777;-1,3161;
-231,5;0;0,5722;-21048,9795;-0,5722;
-231;0;0;-21048,9801;0;
-230,5;0;0,4578;-21048,9787;-0,4578;
-230;0;0;-21048,9795;0;
-229,5;0;0,6294;-21048,9801;-0,6294;
-229;0;-0,2289;-21048,9812;0,2289;
-228,5;0;0,0572;-21048,9811;-0,0572;
-228;0;0,515;-21048,9799;-0,515;
-227,5;0;1,8883;-21048,9771;-1,8883;
-227;0;-0,2289;-21048,9791;0,2289;
-226,5;0;0,1144;-21048,9793;-0,1144;
-226;0;1,545;-21048,978;-1,545;
-225,5;0;0,3433;-21048,9781;-0,3433;
-225;0;-0,515;-21048,9789;0,515;
-224,5;0;-0,6294;-21048,9792;0,6294;
-224;0;0,2861;-21048,9787;-0,2861;
-223,5;0;0,9727;-21048,9771;-0,9727;
-223;0;-1,3733;-21048,9799;1,3733;
-222,5;0;1,8883;-21048,9769;-1,8883;
-222;0;0,515;-21048,9775;-0,515;
-221,5;0;0,6294;-21048,978;-0,6294;
-221;0;-0,1717;-21048,9773;0,1717;
-220,5;0;1,7738;-21048,975;-1,7738;
-220;0;-0,8583;-21048,977;0,8583;
-219,5;0;0,1717;-21048,9762;-0,1717;
-219;0;-0,8583;-21048,9783;0,8583;
-218,5;0;0,6866;-21048,9775;-0,6866;
-218;0;-1,03;-21048,9795;1,03;
-217,5;0;-1,4305;-21048,9783;1,4305;
-217;0;0,3433;-21048,9782;-0,3433;
-216,5;0;1,2016;-21048,9774;-1,2016;
-216;0;0,0572;-21048,9785;-0,0572;
-215,5;0;-0,515;-21048,9769;0,515;
-215;0;-0,1717;-21048,977;0,1717;
-214,5;0;1,2589;-21048,9764;-1,2589;
-214;0;0,3433;-21048,9782;-0,3433;
-213,5;0;0,4005;-21048,9781;-0,4005;
-213;0;0,2289;-21048,9782;-0,2289;
-212,5;0;0,2289;-21048,9776;-0,2289;
-212;0;-0,6866;-21048,9777;0,6866;
-211,5;0;-0,1144;-21048,977;0,1144;
-211;0;-0,1717;-21048,977;0,1717;
-210,5;0;-0,6294;-21048,9781;0,6294;
-210;0;1,6022;-21048,9758;-1,6022;
-209,5;0;0,3433;-21048,9763;-0,3433;
-209;0;-0,1717;-21048,978;0,1717;
-208,5;0;0,9155;-21048,9755;-0,9155;
-208;0;0,7439;-21048,9765;-0,7439;
-207,5;0;0,1144;-21048,9774;-0,1144;
-207;0;0,6866;-21048,9761;-0,6866;
-206,5;0;-0,8011;-21048,9781;0,8011;
-206;0;-0,6294;-21048,9776;0,6294;
-205,5;0;-0,515;-21048,9787;0,515;
-205;0;-0,2861;-21048,9775;0,2861;
-204,5;0;0,0572;-21048,9781;-0,0572;
-204;0;-0,4005;-21048,9781;0,4005;
-203,5;0;0,3433;-21048,9775;-0,3433;
-203;0;1,545;-21048,978;-1,545;
-202,5;0;0,6294;-21048,978;-0,6294;
-202;0;1,4877;-21048,9763;-1,4877;
-201,5;0;0,7439;-21048,9774;-0,7439;
-201;0;-0,3433;-21048,9775;0,3433;
-200,5;0;0,1717;-21048,9781;-0,1717;
-200;0;0,7439;-21048,9769;-0,7439;
-199,5;0;0,2289;-21048,9779;-0,2289;
-199;0;0,4578;-21048,9787;-0,4578;
-198,5;0;-0,2289;-21048,9781;0,2289;
-198;0;-1,03;-21048,9775;1,03;
-197,5;0;0,4005;-21048,9775;-0,4005;
-197;0;1,3161;-21048,975;-1,3161;
-196,5;0;-0,1717;-21048,9763;0,1717;
-196;0;0,1144;-21048,9762;-0,1144;
-195,5;0;0,2289;-21048,9761;-0,2289;
-195;0;-0,2289;-21048,9762;0,2289;
-194,5;0;-1,03;-21048,9775;1,03;
-194;0;-0,4578;-21048,9775;0,4578;
-193,5;0;1,03;-21048,9755;-1,03;
-193;0;0,7439;-21048,9759;-0,7439;
-192,5;0;0,5722;-21048,9758;-0,5722;
-192;0;0,515;-21048,9761;-0,515;
-191,5;0;-0,8583;-21048,977;0,8583;
-191;0;-0,0572;-21048,9781;0,0572;
-190,5;0;0,4578;-21048,9769;-0,4578;
-190;0;1,03;-21048,9758;-1,03;
-189,5;0;-0,6294;-21048,9769;0,6294;
-189;0;0,3433;-21048,9759;-0,3433;
-188,5;0;-0,4578;-21048,977;0,4578;
-188;0;1,4305;-21048,9758;-1,4305;
-187,5;0;-0,6294;-21048,9776;0,6294;
-187;0;0,515;-21048,9769;-0,515;
-186,5;0;-0,515;-21048,9775;0,515;
-186;0;-0,515;-21048,9771;0,515;
-185,5;0;-0,8011;-21048,9779;0,8011;
-185;0;-0,9155;-21048,9773;0,9155;
-184,5;0;0,0572;-21048,977;-0,0572;
-184;0;0,5722;-21048,9781;-0,5722;
-183,5;0;1,0872;-21048,9769;-1,0872;
-183;0;-0,1144;-21048,9779;0,1144;
-182,5;0;0,0572;-21048,9785;-0,0572;
-182;0;-0,515;-21048,9785;0,515;
-181,5;0;0,2289;-21048,9776;-0,2289;
-181;0;-0,4005;-21048,9775;0,4005;
-180,5;0;-0,2289;-21048,9787;0,2289;
-180;0;1,8883;-21048,9765;-1,8883;
-179,5;0;-0,1144;-21048,9767;0,1144;
-179;0;-0,8011;-21048,9791;0,8011;
-178,5;0;-0,8583;-21048,9793;0,8583;
-178;0;-0,4005;-21048,9786;0,4005;
-177,5;0;0,1717;-21048,9786;-0,1717;
-177;0;0,1144;-21048,978;-0,1144;
-176,5;0;1,3733;-21048,9768;-1,3733;
-176;0;-0,6294;-21048,977;0,6294;
-175,5;0;0,8583;-21048,9768;-0,8583;
-175;0;-1,2016;-21048,9775;1,2016;
-174,5;0;-1,2589;-21048,9789;1,2589;
-174;0;0;-21048,9779;0;
-173,5;0;-1,2016;-21048,9781;1,2016;
-173;0;0,4578;-21048,9769;-0,4578;
-172,5;0;-0,8011;-21048,9785;0,8011;
-172;0;0,2861;-21048,9769;-0,2861;
-171,5;0;-0,5722;-21048,9774;0,5722;
-171;0;0,9155;-21048,9777;-0,9155;
-170,5;0;-0,4005;-21048,9777;0,4005;
-170;0;0,0572;-21048,9774;-0,0572;
-169,5;0;0,4578;-21048,9786;-0,4578;
-169;0;-0,8011;-21048,9793;0,8011;
-168,5;0;-0,8583;-21048,9783;0,8583;
-168;0;0,4005;-21048,9787;-0,4005;
-167,5;0;-1,03;-21048,9782;1,03;
-167;0;0,2861;-21048,9781;-0,2861;
-166,5;0;0,7439;-21048,9769;-0,7439;
-166;0;-0,2289;-21048,9785;0,2289;
-165,5;0;-0,1717;-21048,9789;0,1717;
-165;0;-0,2861;-21048,9793;0,2861;
-164,5;0;0,1144;-21048,9774;-0,1144;
-164;0;-0,4005;-21048,9795;0,4005;
-163,5;0;-0,6866;-21048,9792;0,6866;
-163;0;-0,2289;-21048,9791;0,2289;
-162,5;0;-0,6866;-21048,9785;0,6866;
-162;0;0,5722;-21048,9786;-0,5722;
-161,5;0;0,5722;-21048,9765;-0,5722;
-161;0;0,4005;-21048,9777;-0,4005;
-160,5;0;0,1144;-21048,978;-0,1144;
-160;0;1,4877;-21048,9758;-1,4877;
-159,5;0;0,6294;-21048,9748;-0,6294;
-159;0;-0,5722;-21048,9765;0,5722;
-158,5;0;0,7439;-21048,9746;-0,7439;
-158;0;0,9155;-21048,9744;-0,9155;
-157,5;0;-0,5722;-21048,975;0,5722;
-157;0;0,1144;-21048,9759;-0,1144;
-156,5;0;-0,4578;-21048,9763;0,4578;
-156;0;1,2589;-21048,9744;-1,2589;
-155,5;0;-0,0572;-21048,9763;0,0572;
-155;0;-0,4578;-21048,9758;0,4578;
-154,5;0;-1,7738;-21048,9771;1,7738;
-154;0;-0,9155;-21048,9781;0,9155;
-153,5;0;1,2589;-21048,9755;-1,2589;
-153;0;-0,9727;-21048,9774;0,9727;
-152,5;0;0,4578;-21048,9758;-0,4578;
-152;0;0,5722;-21048,9771;-0,5722;
-151,5;0;0,8583;-21048,9757;-0,8583;
-151;0;0,0572;-21048,977;-0,0572;
-150,5;0;-0,0572;-21048,9769;0,0572;
-150;0;0,2289;-21048,9776;-0,2289;
-149,5;0;-0,9727;-21048,978;0,9727;
-149;0;0,6294;-21048,9764;-0,6294;
-148,5;0;-0,9155;-21048,9771;0,9155;
-148;0;-1,0872;-21048,977;1,0872;
-147,5;0;-0,1144;-21048,9773;0,1144;
-147;0;0,6866;-21048,9767;-0,6866;
-146,5;0;0,2289;-21048,9764;-0,2289;
-146;0;0,1717;-21048,9765;-0,1717;
-145,5;0;-0,9155;-21048,9794;0,9155;
-145;0;0,4005;-21048,9783;-0,4005;
-144,5;0;-0,515;-21048,9788;0,515;
-144;0;0,2861;-21048,9776;-0,2861;
-143,5;0;0,1717;-21048,9771;-0,1717;
-143;0;0,7439;-21048,9787;-0,7439;
-142,5;0;-0,0572;-21048,9775;0,0572;
-142;0;0,9155;-21048,9769;-0,9155;
-141,5;0;-1,1444;-21048,9774;1,1444;
-141;0;0,6866;-21048,9769;-0,6866;
-140,5;0;0,1717;-21048,978;-0,1717;
-140;0;0,5722;-21048,9764;-0,5722;
-139,5;0;0,2861;-21048,9781;-0,2861;
-139;0;-0,0572;-21048,9769;0,0572;
-138,5;0;1,03;-21048,9768;-1,03;
-138;0;1,0872;-21048,9764;-1,0872;
-137,5;0;-0,6866;-21048,9779;0,6866;
-137;0;-0,8583;-21048,9775;0,8583;
-136,5;0;0,7439;-21048,9777;-0,7439;
-136;0;0,6866;-21048,9763;-0,6866;
-135,5;0;-0,6866;-21048,9773;0,6866;
-135;0;1,9455;-21048,9759;-1,9455;
-134,5;0;-0,2861;-21048,9783;0,2861;
-134;0;0,515;-21048,9792;-0,515;
-133,5;0;0,8583;-21048,9781;-0,8583;
-133;0;-0,4005;-21048,9786;0,4005;
-132,5;0;0,4005;-21048,9769;-0,4005;
-132;0;-1,2016;-21048,9776;1,2016;
-131,5;0;0;-21048,9785;0;
-131;0;-1,4877;-21048,9801;1,4877;
-130,5;0;0,8583;-21048,9781;-0,8583;
