t (ms);Axis_1 [1] Default\P-Parameter\P-0-0038 Torque-generating current, command value(A eff);Axis_1 [1] Default\P-Parameter\P-0-0039 Flux-generating current, command value(A eff);Axis_1 [1] Default\P-Parameter\P-0-0043 Torque-generating current, actual value(A eff);Axis_1 [1] Default\P-Parameter\P-0-0044 Flux-generating current, actual value(A eff)
-366,5;-0,004;0;-0,01;0,004;
-366;0;0;0,008;0,006;
-365,5;-0,001;0;-0,013;-0,006;
-365;0,003;0;-0,002;-0,003;
-364,5;-0,001;0;-0,011;0,004;
-364;-0,006;0;-0,019;-0,009;
-363,5;0,004;0;-0,001;-0,003;
-363;-0,006;0;0,006;0;
-362,5;0,006;0;0,015;0;
-362;0,021;0;0,009;-0,017;
-361,5;-0,003;0;0,008;-0,001;
-361;-0,001;0;0,007;0,002;
-360,5;0,003;0;-0,009;0,001;
-360;-0,003;0;0;0,001;
-359,5;0,011;0;-0,021;0,011;
-359;0;0;-0,007;0;
-358,5;0;0;0,016;0,005;
-358;-0,001;0;0,007;0;
-357,5;0,003;0;0,007;0,009;
-357;-0,01;0;-0,015;-0,012;
-356,5;0,011;0;0;0,003;
-356;-0,006;0;0;0,002;
-355,5;0,006;0;-0,018;0;
-355;0,001;0;-0,004;0,004;
-354,5;0,001;0;0;0,007;
-354;-0,003;0;0,009;-0,005;
-353,5;-0,001;0;-0,008;-0,001;
-353;-0,001;0;0,01;0,008;
-352,5;-0,001;0;-0,012;-0,001;
-352;-0,004;0;0,006;0,008;
-351,5;0,008;0;-0,004;-0,005;
-351;0,003;0;-0,017;0;
-350,5;-0,004;0;-0,001;0;
-350;0;0;0,011;0,011;
-349,5;0,013;0;0,023;0,009;
-349;0;0;-0,007;0,006;
-348,5;0,002;0;0,006;-0,002;
-348;-0,004;0;-0,006;-0,006;
-347,5;-0,009;0;-0,008;-0,007;
-347;0,008;0;0,007;-0,007;
-346,5;0,003;0;0;-0,007;
-346;-0,016;0;-0,001;-0,001;
-345,5;-0,001;0;0,018;0,008;
-345;-0,006;0;0;0,006;
-344,5;0;0;-0,018;-0,003;
-344;-0,006;0;-0,008;-0,001;
-343,5;-0,004;0;0,007;0,005;
-343;0,013;0;0,002;-0,007;
-342,5;-0,01;0;-0,013;-0,003;
-342;0,008;0;0,01;0,002;
-341,5;0,013;0;0,005;-0,002;
-341;-0,009;0;-0,002;-0,005;
-340,5;-0,003;0;0,011;0;
-340;0,002;0;-0,021;-0,001;
-339,5;0,012;0;-0,007;0,014;
-339;-0,003;0;0;0;
-338,5;0,001;0;-0,015;-0,001;
-338;-0,004;0;-0,012;0,007;
-337,5;0,003;0;-0,015;0,004;
-337;0,007;0;-0,012;0,016;
-336,5;-0,024;0;0,007;0,002;
-336;0,005;0;0,015;0,004;
-335,5;0,008;0;0,023;0;
-335;0,009;0;0,012;-0,001;
-334,5;0,013;0;0,008;0,006;
-334;0,002;0;0;0,005;
-333,5;-0,012;0;-0,001;0;
-333;-0,002;0;-0,004;-0,006;
-332,5;0,005;0;-0,002;0;
-332;-0,008;0;0,004;0;
-331,5;0,006;0;0,002;0;
-331;0,007;0;-0,015;0,009;
-330,5;0,006;0;-0,009;-0,002;
-330;0,011;0;0,003;0,003;
-329,5;-0,004;0;0,005;0,005;
-329;0;0;0,003;0,002;
-328,5;-0,005;0;0,016;-0,002;
-328;0,003;0;0,003;0,003;
-327,5;0,002;0;-0,016;0,004;
-327;0,008;0;-0,002;-0,004;
-326,5;-0,006;0;-0,005;0,005;
-326;0;0;0,005;-0,006;
-325,5;-0,004;0;0,014;0,016;
-325;0;0;0;-0,014;
-324,5;0,005;0;0,013;-0,002;
-324;0,009;0;0,007;0,004;
-323,5;0;0;0,005;-0,006;
-323;-0,006;0;-0,003;-0,001;
-322,5;0,01;0;-0,009;-0,011;
-322;0,003;0;-0,017;0,001;
-321,5;-0,001;0;-0,008;0,005;
-321;0,011;0;0,027;-0,002;
-320,5;-0,003;0;0,005;-0,002;
-320;0,016;0;-0,018;0,002;
-319,5;-0,001;0;-0,008;-0,006;
-319;0;0;0,018;0,002;
-318,5;0,001;0;-0,003;0,001;
-318;0,003;0;0,01;0,005;
-317,5;-0,007;0;-0,009;0,003;
-317;-0,006;0;-0,016;-0,001;
-316,5;-0,014;0;0,007;0,006;
-316;-0,004;0;0,049;0,006;
-315,5;0,003;0;0;-0,002;
-315;-0,004;0;0,007;0,002;
-314,5;-0,004;0;-0,005;-0,005;
-314;0,002;0;0,019;0,006;
-313,5;0,002;0;-0,011;0,005;
-313;0,006;0;0,005;0;
-312,5;0,005;0;0,006;0,001;
-312;-0,008;0;-0,005;-0,002;
-311,5;0,008;0;0,011;0;
-311;-0,003;0;0,006;-0,002;
-310,5;0,009;0;0,006;0;
-310;0;0;0,012;0,005;
-309,5;-0,003;0;0,011;-0,002;
-309;0,011;0;0,004;-0,007;
-308,5;0,001;0;0,005;0,008;
-308;0,008;0;-0,001;-0,01;
-307,5;-0,003;0;0,002;0;
-307;0,008;0;0,01;-0,006;
-306,5;-0,011;0;0;-0,003;
-306;0,016;0;0,008;0;
-305,5;-0,003;0;-0,005;0,001;
-305;-0,006;0;-0,007;0,001;
-304,5;-0,004;0;0,005;-0,006;
-304;0;0;0,007;0,002;
-303,5;0,009;0;0,004;-0,01;
-303;-0,006;0;-0,004;0,001;
-302,5;-0,007;0;0,005;-0,002;
-302;-0,004;0;-0,013;0,006;
-301,5;0,003;0;-0,002;0,008;
-301;0,011;0;0,011;0,003;
-300,5;-0,001;0;0,001;0,002;
-300;0,011;0;-0,014;-0,009;
-299,5;0,008;0;0,004;0,003;
-299;0,011;0;-0,002;-0,004;
-298,5;-0,002;0;-0,01;0;
-298;0,001;0;-0,006;0,006;
-297,5;-0,004;0;0;0,012;
-297;0,001;0;-0,008;0,003;
-296,5;0,01;0;-0,011;0;
-296;0,008;0;0;0,005;
-295,5;0,004;0;0,023;-0,001;
-295;-0,013;0;-0,001;0,005;
-294,5;-0,006;0;0,016;-0,002;
-294;0,006;0;-0,014;0,012;
-293,5;-0,001;0;-0,032;0;
-293;0,003;0;-0,013;0,001;
-292,5;-0,003;0;0,011;0,001;
-292;0,004;0;-0,003;0,004;
-291,5;-0,001;0;0,005;0;
-291;0,002;0;0,003;-0,011;
-290,5;0,006;0;-0,029;-0,003;
-290;0,011;0;0,01;0,001;
-289,5;0,012;0;-0,023;-0,003;
-289;-0,003;0;0;-0,005;
-288,5;0;0;0,005;0;
-288;0,008;0;-0,002;-0,003;
-287,5;0,001;0;0,006;0;
-287;-0,008;0;-0,004;-0,007;
-286,5;-0,008;0;-0,01;0,005;
-286;0,011;0;-0,001;0;
-285,5;0;0;0,014;-0,012;
-285;0,013;0;-0,009;-0,004;
-284,5;-0,005;0;0;0,001;
-284;0,011;0;-0,017;-0,005;
-283,5;-0,004;0;-0,016;-0,007;
-283;0,002;0;-0,009;-0,005;
-282,5;-0,005;0;-0,019;0,005;
-282;-0,006;0;0,008;-0,001;
-281,5;0,006;0;-0,006;0,001;
-281;0,015;0;-0,02;-0,001;
-280,5;-0,006;0;-0,007;0,007;
-280;0,001;0;0,006;0,007;
-279,5;-0,004;0;-0,012;-0,004;
-279;-0,003;0;-0,002;0,003;
-278,5;-0,003;0;0,01;0,007;
-278;0,009;0;0,006;0,01;
-277,5;0,004;0;0,008;0,004;
-277;-0,012;0;0,001;0,003;
-276,5;0,009;0;0,01;-0,007;
-276;0,024;0;-0,023;0,007;
-275,5;-0,007;0;0;0;
-275;-0,013;0;0,022;-0,002;
-274,5;-0,003;0;0,016;0;
-274;-0,001;0;-0,006;-0,009;
-273,5;-0,013;0;0,014;-0,001;
-273;-0,001;0;0,001;-0,003;
-272,5;0,01;0;-0,004;0,003;
-272;-0,005;0;-0,001;-0,002;
-271,5;0,001;0;-0,003;-0,005;
-271;0;0;-0,019;0,002;
-270,5;-0,009;0;0,001;-0,01;
-270;0,008;0;0,008;-0,005;
-269,5;-0,017;0;0,014;-0,01;
-269;-0,001;0;0,018;-0,008;
-268,5;-0,012;0;-0,005;-0,002;
-268;-0,006;0;0,002;0,017;
-267,5;0,005;0;-0,023;0,016;
-267;0,017;0;0,008;0,002;
-266,5;0,006;0;0;0,002;
-266;0,006;0;-0,009;-0,009;
-265,5;0,008;0;0,005;-0,006;
-265;-0,001;0;-0,025;-0,01;
-264,5;0,006;0;0;0,007;
-264;-0,013;0;-0,007;-0,001;
-263,5;0,009;0;-0,008;0,007;
-263;-0,005;0;0,002;0,006;
-262,5;0,011;0;-0,013;0,001;
-262;-0,006;0;-0,002;0,008;
-261,5;0,004;0;0,007;0,008;
-261;-0,008;0;0,007;0,001;
-260,5;0,003;0;0,014;0,002;
-260;-0,001;0;0,024;-0,001;
-259,5;-0,014;0;0;0,003;
-259;-0,003;0;0,011;0;
-258,5;-0,001;0;-0,022;0,006;
-258;-0,004;0;0,011;0,001;
-257,5;-0,01;0;0,012;0,004;
-257;0,003;0;0,001;0,006;
-256,5;0;0;-0,016;0,002;
-256;-0,009;0;-0,011;0,009;
-255,5;-0,006;0;0,014;-0,002;
-255;0,001;0;0,007;0,007;
-254,5;-0,001;0;-0,001;-0,016;
-254;-0,002;0;-0,02;0;
-253,5;0,004;0;-0,017;-0,006;
-253;-0,004;0;-0,006;0;
-252,5;-0,003;0;-0,011;0;
-252;0;0;0,001;-0,005;
-251,5;-0,004;0;-0,019;-0,011;
-251;0;0;0,001;-0,008;
-250,5;-0,001;0;-0,037;0,002;
-250;-0,002;0;-0,002;0,002;
-249,5;0,021;0;-0,004;0,001;
-249;0,011;0;-0,025;-0,003;
-248,5;0,001;0;-0,024;-0,007;
-248;0,003;0;-0,007;-0,005;
-247,5;0,002;0;-0,003;-0,003;
-247;0,008;0;0,001;0,006;
-246,5;-0,006;0;-0,009;-0,003;
-246;0,017;0;0,017;-0,002;
-245,5;0,003;0;-0,016;-0,001;
-245;-0,011;0;0,007;-0,01;
-244,5;0,003;0;0,002;0;
-244;-0,004;0;0,019;-0,014;
-243,5;0,003;0;0;0,004;
-243;0,01;0;-0,013;-0,006;
-242,5;0,011;0;0,012;-0,002;
-242;-0,019;0;0,018;-0,014;
-241,5;0;0;0,004;-0,003;
-241;0,006;0;0,014;-0,005;
-240,5;-0,003;0;-0,015;0,01;
-240;-0,013;0;0,004;0,017;
-239,5;-0,001;0;0,026;0,013;
-239;-0,013;0;0,017;0,003;
-238,5;0,002;0;0,008;-0,006;
-238;-0,008;0;0,012;-0,007;
-237,5;-0,002;0;0,006;0,002;
-237;0,004;0;-0,012;0,004;
-236,5;-0,002;0;0,007;0,004;
-236;0,001;0;0,008;0;
-235,5;0,004;0;-0,004;-0,011;
-235;0,009;0;0;0,001;
-234,5;-0,001;0;0;0,01;
-234;0,009;0;0,002;0,01;
-233,5;0,008;0;-0,026;-0,011;
-233;-0,011;0;-0,01;-0,002;
-232,5;0,017;0;0,008;0,008;
-232;0,006;0;0,006;0;
-231,5;-0,008;0;0,017;-0,005;
-231;0,016;0;-0,002;0,003;
-230,5;-0,002;0;-0,001;-0,005;
-230;0,005;0;0,018;-0,005;
-229,5;0;0;0,004;-0,002;
-229;0,014;0;0;0,006;
-228,5;-0,017;0;0,012;-0,009;
-228;0;0;0,022;-0,009;
-227,5;0,013;0;0,002;0,009;
-227;0,009;0;-0,009;0;
-226,5;-0,009;0;-0,016;0;
-226;0,007;0;-0,005;0,006;
-225,5;0,009;0;-0,008;0,009;
-225;-0,017;0;0;-0,008;
-224,5;-0,006;0;0,001;0;
-224;0;0;0,01;0,011;
-223,5;-0,001;0;0,015;0;
-223;0,007;0;0,002;0;
-222,5;0,002;0;0,003;0,008;
-222;-0,011;0;0,005;0,001;
-221,5;-0,003;0;0;0,002;
-221;0,004;0;-0,001;-0,001;
-220,5;0,003;0;-0,009;-0,005;
-220;-0,008;0;0,012;-0,006;
-219,5;-0,004;0;0,007;-0,007;
-219;-0,005;0;-0,018;-0,003;
-218,5;0,009;0;-0,011;-0,006;
-218;-0,021;0;-0,005;-0,011;
-217,5;-0,021;0;0,005;-0,001;
-217;0,005;0;0,007;-0,01;
-216,5;0,006;0;0,005;0,013;
-216;0,009;0;-0,007;0,001;
-215,5;-0,009;0;0,002;-0,004;
-215;-0,007;0;-0,017;0,001;
-214,5;-0,005;0;-0,01;-0,007;
-214;-0,007;0;-0,001;0,011;
-213,5;-0,001;0;0,007;-0,012;
-213;0,006;0;-0,007;0,002;
-212,5;0;0;-0,007;0,008;
-212;0,006;0;-0,004;0,003;
-211,5;0,001;0;-0,003;0,003;
-211;0,002;0;0,009;0,005;
-210,5;0;0;0,005;-0,002;
-210;0,001;0;-0,003;0,007;
-209,5;0,01;0;0,014;0,003;
-209;0,006;0;0,008;0,004;
-208,5;0,004;0;0,002;-0,003;
-208;-0,002;0;-0,005;0,001;
-207,5;-0,002;0;0,012;0,013;
-207;-0,017;0;-0,014;0;
-206,5;-0,002;0;0,032;0,005;
-206;-0,017;0;0,013;-0,003;
-205,5;0,007;0;0,013;-0,019;
-205;0,008;0;0,004;-0,008;
-204,5;0,006;0;-0,013;0,002;
-204;0,003;0;-0,011;-0,002;
-203,5;-0,013;0;0,012;-0,002;
-203;0,016;0;-0,009;0;
-202,5;0,003;0;-0,004;0,001;
-202;0,015;0;0,025;0,001;
-201,5;0;0;-0,01;-0,001;
-201;0,008;0;-0,006;-0,003;
-200,5;0;0;0,008;-0,002;
-200;-0,007;0;0,008;0,004;
-199,5;-0,003;0;-0,006;0,007;
-199;-0,004;0;-0,003;-0,005;
-198,5;0;0;-0,008;0,005;
-198;-0,016;0;-0,013;-0,002;
-197,5;0,004;0;0;-0,002;
-197;-0,012;0;-0,002;-0,004;
-196,5;0,009;0;0,005;-0,002;
-196;0,009;0;-0,001;-0,008;
-195,5;-0,01;0;-0,008;0;
-195;0,004;0;0,009;0;
-194,5;0;0;0,014;-0,005;
-194;-0,004;0;0,004;-0,001;
-193,5;0;0;0,004;0,002;
-193;0;0;0,018;-0,004;
-192,5;0,006;0;-0,005;-0,008;
-192;-0,008;0;0,004;0,002;
-191,5;0,002;0;-0,001;-0,011;
-191;0,002;0;-0,002;0,011;
-190,5;-0,011;0;-0,015;0;
-190;-0,005;0;0,022;0,018;
-189,5;-0,017;0;0;-0,007;
-189;0,003;0;-0,001;-0,006;
-188,5;-0,001;0;0,002;0,001;
-188;-0,01;0;0,007;0,003;
-187,5;0;0;-0,001;-0,001;
-187;-0,002;0;-0,008;0,003;
-186,5;-0,02;0;0,001;-0,005;
-186;0,006;0;0,025;-0,012;
-185,5;-0,006;0;0;-0,005;
-185;0,003;0;0,017;-0,002;
-184,5;0;0;-0,002;0;
-184;-0,008;0;-0,012;0,007;
-183,5;0,016;0;-0,032;0,002;
-183;0,007;0;-0,005;0;
-182,5;0,014;0;-0,002;0;
-182;0,017;0;0,007;0,001;
-181,5;-0,003;0;-0,021;-0,007;
-181;-0,003;0;-0,011;-0,001;
-180,5;0,004;0;-0,002;-0,008;
-180;0,005;0;0,007;-0,005;
-179,5;0;0;0,002;-0,002;
-179;-0,012;0;0,002;0;
-178,5;0,004;0;0,005;-0,01;
-178;-0,003;0;-0,007;0,008;
-177,5;0,001;0;0,007;-0,007;
-177;-0,001;0;0,012;0,006;
-176,5;0,002;0;-0,013;0,005;
-176;0,009;0;0,023;-0,006;
-175,5;0,002;0;0,016;0;
-175;-0,005;0;0,003;-0,003;
-174,5;-0,004;0;0,009;0;
-174;-0,001;0;0,002;-0,01;
-173,5;0,005;0;-0,007;0,011;
-173;-0,002;0;0,001;-0,002;
-172,5;0,005;0;-0,002;-0,004;
-172;0,004;0;0,02;-0,004;
-171,5;-0,008;0;-0,002;-0,003;
-171;0,014;0;-0,012;-0,005;
-170,5;0,005;0;0,003;-0,008;
-170;-0,003;0;0,002;-0,007;
-169,5;0,014;0;0,007;0,002;
-169;0,013;0;0,014;0;
-168,5;0;0;-0,002;-0,003;
-168;0;0;0,026;0,001;
-167,5;0;0;-0,001;-0,003;
-167;-0,006;0;-0,011;-0,006;
-166,5;0,004;0;0,002;0,003;
-166;-0,006;0;-0,002;-0,006;
-165,5;-0,004;0;0,017;-0,006;
-165;-0,008;0;0,019;0,009;
-164,5;0;0;0,003;-0,001;
-164;0,011;0;0,012;-0,008;
-163,5;0,002;0;0,016;0,006;
-163;0,001;0;-0,024;-0,005;
-162,5;-0,009;0;-0,006;0,006;
-162;0,001;0;-0,008;0,006;
-161,5;0,008;0;0,008;-0,002;
-161;0,011;0;-0,011;0,002;
-160,5;-0,002;0;0,009;-0,001;
-160;0,006;0;0,006;-0,002;
-159,5;0,009;0;-0,01;-0,01;
-159;0;0;0,002;-0,007;
-158,5;0;0;0,01;0,006;
-158;0,002;0;-0,005;-0,002;
-157,5;0,003;0;0,006;0;
-157;0,004;0;-0,016;-0,009;
-156,5;0,006;0;0,001;0,008;
-156;-0,002;0;-0,018;-0,003;
-155,5;0,008;0;0,005;0,005;
-155;0,006;0;-0,003;-0,006;
-154,5;0,016;0;-0,014;0,004;
-154;0,004;0;-0,016;0,004;
-153,5;-0,004;0;-0,006;-0,015;
-153;0,007;0;-0,021;0,001;
-152,5;0,009;0;-0,013;0,007;
-152;-0,005;0;-0,047;0,002;
-151,5;-0,008;0;0;-0,005;
-151;0,009;0;-0,011;-0,002;
-150,5;-0,013;0;-0,001;0;
-150;-0,009;0;-0,002;0,003;
-149,5;-0,007;0;0,012;-0,003;
-149;-0,006;0;-0,003;0;
-148,5;0,013;0;0,01;-0,003;
-148;0;0;-0,01;-0,007;
-147,5;0;0;0,013;0;
-147;-0,006;0;-0,012;0,01;
-146,5;-0,005;0;0,006;0;
-146;-0,006;0;-0,002;0;
-145,5;0,013;0;0,006;0;
-145;0;0;-0,003;-0,002;
-144,5;-0,006;0;-0,017;0;
-144;-0,002;0;0,021;0,007;
-143,5;0,011;0;0,01;-0,01;
-143;0,011;0;0;0,003;
-142,5;0,003;0;0,005;-0,003;
-142;0,003;0;-0,006;0,002;
-141,5;0,006;0;0,025;-0,002;
-141;-0,004;0;0,009;-0,002;
-140,5;-0,008;0;0,01;-0,006;
-140;0,008;0;-0,004;-0,006;
-139,5;0;0;-0,019;0;
-139;0,006;0;0,013;-0,005;
-138,5;0,002;0;0,007;0,001;
-138;-0,001;0;-0,022;0;
-137,5;0,011;0;0,009;0,001;
-137;0,013;0;-0,001;-0,004;
-136,5;0,009;0;-0,014;-0,011;
-136;-0,014;0;-0,016;-0,009;
-135,5;0,002;0;-0,016;0,008;
-135;0;0;0,007;0,001;
-134,5;0,014;0;-0,002;-0,004;
-134;-0,006;0;-0,002;-0,009;
-133,5;-0,009;0;0,007;0,004;
-133;-0,003;0;0,013;0,001;
-132,5;-0,003;0;-0,028;0,009;
-132;0,01;0;0,013;0,007;
-131,5;0;0;-0,014;-0,006;
-131;-0,016;0;0,005;-0,005;
-130,5;0,006;0;0,002;0,005;
-130;-0,008;0;0,009;0;
-129,5;0,008;0;0,009;0,011;
-129;-0,002;0;0,005;-0,005;
-128,5;0,004;0;0,019;-0,005;
-128;0,014;0;-0,009;-0,005;
-127,5;-0,004;0;0,025;-0,002;
-127;0;0;-0,005;-0,006;
-126,5;-0,011;0;-0,001;0;
-126;0,007;0;0,011;0,005;
-125,5;-0,007;0;0;0;
-125;-0,001;0;0,01;0,005;
-124,5;-0,004;0;0;0,004;
-124;-0,003;0;0,01;0,006;
-123,5;0,001;0;0,014;-0,005;
-123;0,01;0;0,006;0,001;
-122,5;-0,006;0;0,006;-0,009;
-122;-0,007;0;0,005;0;
-121,5;0,016;0;0,005;0,001;
-121;-0,001;0;0,016;0,013;
-120,5;0,003;0;0,007;0;
-120;0,001;0;0,013;0,005;
-119,5;0;0;0,013;-0,008;
-119;-0,015;0;0,009;0,004;
-118,5;0,001;0;0,007;0,003;
-118;0,032;0;-0,012;0,008;
-117,5;0;0;0;0,002;
-117;-0,013;0;-0,013;0,004;
-116,5;0,007;0;-0,003;-0,006;
-116;0;0;0,006;0,002;
-115,5;0,001;0;0,002;-0,004;
-115;-0,003;0;0,008;-0,002;
-114,5;0,001;0;0,001;-0,003;
-114;-0,009;0;0,005;-0,005;
-113,5;0,001;0;-0,007;-0,007;
-113;0,008;0;0;0,008;
-112,5;0,003;0;-0,002;-0,002;
-112;0,006;0;-0,021;-0,015;
-111,5;-0,002;0;0,01;-0,005;
-111;0,002;0;-0,002;-0,002;
-110,5;0,011;0;0,011;0,007;
-110;-0,006;0;-0,002;-0,003;
-109,5;0,011;0;0,021;-0,005;
-109;0,013;0;-0,02;-0,004;
-108,5;-0,01;0;-0,002;-0,003;
-108;-0,001;0;0,008;0,005;
-107,5;0,019;0;-0,019;0,009;
-107;0;0;0,02;-0,008;
-106,5;-0,002;0;-0,006;-0,007;
-106;0,006;0;0,006;0,009;
-105,5;0,009;0;0,014;-0,005;
-105;0,002;0;-0,028;0,001;
-104,5;0;0;-0,017;-0,005;
-104;0,01;0;-0,006;0,009;
-103,5;0,009;0;-0,008;0;
-103;-0,009;0;-0,003;0,008;
-102,5;0,006;0;0,002;0,003;
-102;0,002;0;-0,001;-0,008;
-101,5;0;0;0,005;-0,004;
-101;-0,003;0;0,018;0,016;
-100,5;-0,001;0;-0,015;-0,002;
-100;0;0;-0,001;-0,002;
-99,5;0,011;0;-0,021;0,008;
-99;0;0;0,003;0,001;
-98,5;0,009;0;0,021;0;
-98;0,011;0;-0,026;-0,001;
-97,5;0,003;0;0,01;-0,003;
-97;-0,001;0;0,016;-0,004;
-96,5;0,004;0;0,018;0,004;
-96;-0,003;0;0,001;0,001;
-95,5;-0,006;0;-0,015;0,006;
-95;0,008;0;0,013;0,013;
-94,5;-0,002;0;-0,008;-0,002;
-94;0,004;0;-0,006;-0,001;
-93,5;0,001;0;0,006;0,007;
-93;-0,008;0;0,001;0,002;
-92,5;0,02;0;-0,001;-0,009;
-92;0,009;0;-0,019;-0,004;
-91,5;-0,004;0;-0,005;0,001;
-91;-0,008;0;0,023;-0,002;
-90,5;0,003;0;0,004;0,002;
-90;-0,006;0;0,003;0;
-89,5;-0,011;0;0,016;0,002;
-89;0,013;0;0,017;0;
-88,5;-0,004;0;-0,013;0,008;
-88;0;0;-0,004;0,005;
-87,5;-0,003;0;-0,021;0,008;
-87;0,008;0;0;0;
-86,5;-0,017;0;0,018;-0,016;
-86;0,003;0;0,015;0;
-85,5;0,009;0;0,002;0,006;
-85;0,007;0;-0,006;0,008;
-84,5;0,003;0;0,011;-0,002;
-84;-0,013;0;-0,011;0,004;
-83,5;0,006;0;0;0,001;
-83;-0,002;0;-0,006;-0,01;
-82,5;-0,003;0;0,015;0,004;
-82;-0,008;0;0,006;-0,002;
-81,5;0,004;0;0,002;0,006;
-81;0,006;0;-0,008;-0,001;
-80,5;0,004;0;-0,009;-0,001;
-80;0,007;0;-0,041;0,004;
-79,5;-0,004;0;-0,011;-0,001;
-79;0,006;0;0,019;0,001;
-78,5;0,02;0;-0,017;-0,002;
-78;-0,01;0;0,005;-0,003;
-77,5;0,003;0;0,001;-0,002;
-77;0,014;0;-0,03;0;
-76,5;-0,009;0;0,004;-0,004;
-76;-0,006;0;0,011;0,012;
-75,5;0;0;-0,02;0;
-75;-0,005;0;-0,026;-0,002;
-74,5;-0,002;0;-0,016;-0,001;
-74;0;0;0,007;0,006;
-73,5;0,006;0;0;0,001;
-73;0,012;0;0,015;-0,007;
-72,5;0,002;0;0,009;0;
-72;0,001;0;0,015;0,004;
-71,5;0,003;0;-0,001;0,006;
-71;0,006;0;-0,009;0,009;
-70,5;-0,004;0;-0,01;0;
-70;-0,022;0;0,012;-0,012;
-69,5;-0,005;0;0,012;-0,007;
-69;0,002;0;0,006;0;
-68,5;0,002;0;0,012;0,004;
-68;0,005;0;0;0,007;
-67,5;0,009;0;0,005;0,012;
-67;0,009;0;-0,018;0,004;
-66,5;-0,002;0;-0,011;-0,006;
-66;-0,011;0;-0,01;-0,008;
-65,5;-0,007;0;0,006;-0,013;
-65;0,001;0;0,013;-0,002;
-64,5;0,017;0;0,002;-0,005;
-64;-0,004;0;-0,003;0,005;
-63,5;-0,016;0;-0,006;-0,001;
-63;-0,004;0;0,016;-0,004;
-62,5;-0,002;0;0;-0,01;
-62;-0,009;0;-0,027;-0,002;
-61,5;-0,025;0;-0,005;0,009;
-61;-0,013;0;0,005;-0,01;
-60,5;-0,001;0;0,04;-0,004;
