t (ms);Axis_1 [1] Default\P-Parameter\P-0-0065 Absolute voltage value, actual value(V eff);Axis_1 [1] Default\P-Parameter\P-0-0067 Phase current U, actual value(A);Axis_1 [1] Default\P-Parameter\P-0-0068 Phase current V, actual value(A);Axis_1 [1] Default\S-Parameter\S-0-0380 DC bus voltage(V)
560;27,5;2,856;-1,59;554,2;
560,5;29,1;2,801;-1,214;553,3;
561;27,4;2,731;-0,806;552,4;
561,5;27,9;2,558;-0,396;551,6;
562;27,5;2,386;-0,01;551,4;
562,5;27,4;2,254;0,362;566,1;
563;30,2;1,889;0,743;566,3;
563,5;26,6;1,599;1,215;565,4;
564;28,6;1,239;1,584;564,5;
564,5;26,6;0,851;1,953;563,6;
565;27,6;0,399;2,182;562,8;
565,5;27,8;0,052;2,361;561,9;
566;27,6;-0,322;2,572;561;
566,5;30,5;-0,753;2,702;560,2;
567;30,8;-1,154;2,77;559,3;
567,5;30,5;-1,494;2,775;558,4;
568;27,9;-1,887;2,801;557,6;
568,5;27,3;-2,195;2,664;556,7;
569;29,4;-2,367;2,45;555,9;
569,5;30,1;-2,501;2,243;555;
570;30,2;-2,661;1,962;554,2;
570,5;28,3;-2,86;1,698;553,3;
571;31,4;-2,776;1,285;552,5;
571,5;29,1;-2,756;0,901;551,6;
572;29,3;-2,642;0,506;551,4;
572,5;30;-2,43;0,088;566;
573;32,7;-2,193;-0,209;566,2;
573,5;30,7;-2,038;-0,638;565,2;
574;28,5;-1,731;-1,103;564,4;
574,5;29,2;-1,353;-1,483;563,4;
575;30,4;-0,94;-1,824;562,5;
575,5;27,7;-0,539;-2,147;561,7;
576;27,5;-0,177;-2,37;560,8;
576,5;29,1;0,174;-2,503;560;
577;28,5;0,608;-2,712;559,1;
577,5;28,1;1,04;-2,808;558,2;
578;26,8;1,492;-2,928;557,3;
578,5;26,8;1,869;-2,882;556,5;
579;27,3;2,119;-2,709;555,5;
579,5;27,7;2,357;-2,549;554,6;
580;26;2,581;-2,407;553,7;
580,5;29,7;2,676;-2,085;552,9;
581;32,1;2,752;-1,73;551,9;
581,5;31,4;2,844;-1,412;551,1;
582;27,8;2,819;-1,028;551,2;
582,5;26,6;2,762;-0,638;566,2;
583;27,7;2,537;-0,204;566,2;
583,5;32,7;2,285;0,12;565,4;
584;31,1;2,108;0,532;564,4;
584,5;31,5;1,801;0,959;563,5;
585;32,3;1,427;1,393;562,6;
585,5;32,4;1,05;1,742;561,7;
586;32,2;0,619;2,011;560,9;
586,5;28,4;0,231;2,332;560;
587;28,4;-0,102;2,505;559,1;
587,5;31,5;-0,521;2,634;558,2;
588;31,6;-0,934;2,74;557,3;
588,5;29,5;-1,37;2,867;556,5;
589;29,9;-1,746;2,861;555,5;
589,5;30,9;-2,037;2,703;554,7;
590;30,5;-2,261;2,556;553,8;
590,5;31,4;-2,448;2,397;553;
591;34,1;-2,565;2,073;552,2;
591,5;33,7;-2,727;1,827;551,2;
592;33;-2,776;1,452;551,4;
592,5;29,3;-2,81;1,073;566,2;
593;31;-2,69;0,691;566,1;
593,5;31,6;-2,51;0,243;565,1;
594;32,3;-2,323;-0,083;564,2;
594,5;32;-2,13;-0,444;563,3;
595;34;-1,83;-0,865;562,5;
595,5;33,8;-1,483;-1,289;561,6;
596;32;-1,108;-1,632;560,7;
596,5;30;-0,701;-2;559,9;
597;33,3;-0,333;-2,194;559;
597,5;34,5;0,046;-2,355;558,1;
598;34,9;0,444;-2,512;557,3;
598,5;33;0,839;-2,689;556,4;
599;35;1,287;-2,764;555,5;
599,5;38,1;1,606;-2,683;554,6;
600;39,2;1,862;-2,525;553,7;
600,5;36,2;2,148;-2,426;552,8;
601;34,8;2,35;-2,283;552;
601,5;38,7;2,454;-2,019;551,1;
602;40,2;2,523;-1,707;551,3;
602,5;36,8;2,71;-1,461;566,4;
603;38,9;2,574;-1,042;566,3;
603,5;40,3;2,542;-0,704;565,4;
604;39,7;2,419;-0,341;564,5;
604,5;39,8;2,153;0,054;563,6;
605;40,3;1,996;0,401;562,8;
605,5;43,3;1,705;0,767;561,9;
606;43,5;1,356;1,176;561;
606,5;41,9;1;1,537;560,2;
607;42,5;0,651;1,817;559,3;
607,5;44,8;0,275;1,996;558,5;
608;44,4;-0,07;2,218;557,6;
608,5;43,2;-0,391;2,329;556,8;
609;43,3;-0,788;2,464;556;
609,5;43,1;-1,157;2,534;555,2;
610;43,3;-1,504;2,534;554,3;
610,5;41,9;-1,8;2,474;553,4;
611;39,3;-2,066;2,366;552,5;
611,5;40,4;-2,224;2,143;551,7;
612;41,3;-2,35;1,952;551,7;
612,5;40,4;-2,514;1,73;566,3;
613;38,2;-2,572;1,386;566,1;
613,5;37;-2,651;1,094;565,3;
614;39,7;-2,479;0,646;564,4;
614,5;38,9;-2,362;0,293;563,5;
615;32,3;-2,258;-0,056;562,6;
615,5;33,6;-2,028;-0,402;561,8;
616;35,5;-1,793;-0,807;561;
616,5;37,5;-1,432;-1,187;560,1;
617;34,8;-1,066;-1,548;559,3;
617,5;31,2;-0,712;-1,906;558,4;
618;31,6;-0,305;-2,176;557,5;
618,5;31,9;0,029;-2,356;556,6;
619;32,5;0,406;-2,491;555,8;
619,5;31;0,815;-2,655;555;
620;29,6;1,223;-2,781;554,1;
620,5;28,3;1,637;-2,795;553,2;
621;28,3;1,957;-2,711;552,4;
621,5;26,5;2,243;-2,544;551,5;
622;26,8;2,425;-2,391;551,6;
622,5;27,6;2,608;-2,154;566,4;
623;29,9;2,657;-1,841;566,3;
623,5;28,7;2,83;-1,537;565,3;
624;29,1;2,764;-1,147;564,4;
624,5;29,2;2,673;-0,697;563,5;
625;29,1;2,542;-0,324;562,7;
625,5;29,3;2,337;0,037;561,9;
626;33;2,081;0,416;561,1;
626,5;34,5;1,774;0,862;560,2;
627;35,3;1,444;1,226;559,3;
627,5;32,9;1,081;1,614;558,4;
628;31,2;0,717;1,972;557,6;
628,5;31,7;0,276;2,227;556,8;
629;35,6;-0,077;2,295;556;
629,5;35,3;-0,442;2,476;555;
630;34,9;-0,838;2,655;554,2;
630,5;35,1;-1,251;2,732;553,3;
631;39,5;-1,582;2,59;552,5;
631,5;40,8;-1,855;2,485;551,6;
632;39,1;-2,127;2,369;551,8;
632,5;37,8;-2,302;2,237;566,3;
633;43,2;-2,349;1,93;566;
633,5;44,7;-2,489;1,658;565,1;
634;42;-2,593;1,345;564,2;
634,5;41,4;-2,573;1,019;563,3;
635;41,5;-2,482;0,622;562,4;
635,5;40,3;-2,319;0,243;561,5;
636;39,3;-2,182;-0,091;560,7;
636,5;39,1;-1,976;-0,472;559,9;
637;40,2;-1,718;-0,868;559;
637,5;40,2;-1,381;-1,258;558,1;
638;39,6;-1,013;-1,609;557,2;
638,5;38,2;-0,651;-1,91;556,2;
639;37,8;-0,245;-2,137;555,4;
639,5;39,6;0,062;-2,317;554,6;
640;39,5;0,489;-2,443;553,7;
640,5;36,1;0,901;-2,674;552,8;
641;36,9;1,287;-2,765;551,9;
641,5;40;1,629;-2,625;551;
642;38,1;1,943;-2,542;551,5;
642,5;33,8;2,261;-2,478;566,4;
643;32,4;2,435;-2,307;566,1;
643,5;35,8;2,565;-2,079;565,2;
644;35,3;2,652;-1,711;564,3;
644,5;28,8;2,851;-1,48;563,5;
645;26,6;2,905;-1,155;562,5;
645,5;26,7;2,771;-0,672;561,6;
646;29,9;2,517;-0,213;560,8;
646,5;31,3;2,316;0,121;559,9;
647;30,3;2,133;0,499;559;
647,5;30,5;1,807;0,977;558,2;
648;34,8;1,399;1,324;557,3;
648,5;34,6;1,055;1,713;556,4;
649;32,5;0,624;2,027;555,6;
649,5;29;0,218;2,317;554,6;
650;31,4;-0,103;2,475;553,8;
650,5;33,1;-0,547;2,6;552,9;
651;34,6;-0,945;2,708;552,1;
651,5;32,2;-1,396;2,83;551,2;
652;31;-1,761;2,806;551,7;
652,5;31,1;-2,088;2,704;566,4;
653;33,3;-2,236;2,442;566;
653,5;34,9;-2,414;2,271;565;
654;37,7;-2,564;2,016;564,1;
654,5;39,9;-2,608;1,655;563,3;
655;40,4;-2,638;1,321;562,3;
655,5;39,1;-2,638;0,925;561,4;
656;40,7;-2,479;0,523;560,6;
656,5;45,4;-2,247;0,154;559,7;
657;46,7;-2,056;-0,167;558,8;
657,5;43,7;-1,852;-0,552;558;
658;45,9;-1,567;-0,917;557,1;
658,5;45,6;-1,232;-1,324;556,2;
659;44,5;-0,874;-1,616;555,3;
659,5;43,2;-0,503;-1,91;554,5;
660;39;-0,164;-2,189;553,4;
660,5;41,9;0,174;-2,297;552,6;
661;42,1;0,593;-2,46;551,7;
661,5;41,2;0,981;-2,58;550,9;
662;38,7;1,391;-2,653;551,7;
662,5;33,5;1,82;-2,737;566,6;
663;38,1;1,966;-2,469;566,2;
663,5;37,3;2,229;-2,358;565,2;
664;35,2;2,397;-2,222;564,3;
664,5;32,3;2,624;-2,035;563,4;
665;31,7;2,74;-1,658;562,6;
665,5;33,4;2,731;-1,297;561,7;
666;30,8;2,756;-0,946;560,9;
666,5;28,7;2,64;-0,545;560;
667;29,9;2,411;-0,116;559,1;
667,5;31;2,234;0,218;558,2;
668;31,6;1,958;0,638;557,3;
668,5;30,8;1,665;1,075;556,6;
669;30,8;1,31;1,468;555,7;
669,5;30,6;0,88;1,852;554,8;
670;32,8;0,447;2,079;554,1;
670,5;31,8;0,075;2,286;553,2;
671;30,2;-0,283;2,466;552,4;
671,5;32,9;-0,69;2,634;551,6;
672;36,1;-1,08;2,635;552,1;
672,5;34,3;-1,478;2,663;566,4;
673;34,9;-1,808;2,62;566;
673,5;37;-2,038;2,47;565,1;
674;41,5;-2,169;2,191;564,2;
674,5;41,4;-2,301;2,003;563,2;
675;38,8;-2,489;1,804;562,4;
675,5;40,6;-2,55;1,489;561,6;
676;43,8;-2,519;1,072;560,7;
676,5;43,8;-2,418;0,691;559,9;
677;42,9;-2,302;0,351;558,9;
677,5;38,6;-2,159;-0,01;558,2;
678;38,5;-2,032;-0,328;557,3;
678,5;39,1;-1,741;-0,743;556,5;
679;42;-1,348;-1,117;555,6;
679,5;38,4;-1,06;-1,487;554,7;
680;33,6;-0,719;-1,879;553,8;
680,5;34,8;-0,316;-2,121;553;
681;35,8;0,019;-2,256;552,1;
681,5;34,7;0,382;-2,416;551,4;
682;31;0,833;-2,675;551,9;
682,5;29,5;1,257;-2,793;566,6;
683;29;1,616;-2,754;566;
683,5;29,1;1,952;-2,653;565,2;
684;26,4;2,261;-2,58;564,3;
684,5;27,8;2,419;-2,348;563,4;
685;31,1;2,533;-2,083;562,6;
685,5;31,1;2,72;-1,809;561,7;
686;31,9;2,735;-1,448;560,7;
686,5;29,4;2,756;-1,069;560;
687;33;2,577;-0,655;559,1;
687,5;32,8;2,451;-0,233;558,2;
688;35;2,196;0,098;557,4;
688,5;35,6;1,993;0,467;556,6;
689;39,7;1,685;0,908;555,7;
689,5;44;1,279;1,261;554,9;
690;41,1;0,918;1,616;554;
690,5;41,5;0,552;1,846;553,2;
691;41,2;0,168;2,105;552,4;
691,5;42,7;-0,152;2,254;551,5;
692;42,9;-0,556;2,373;552,2;
692,5;41,2;-0,915;2,518;566,5;
693;38;-1,334;2,648;566,1;
693,5;37,2;-1,678;2,67;565,1;
694;39,1;-1,96;2,465;564,3;
694,5;40,6;-2,13;2,292;563,3;
695;36,2;-2,353;2,2;562,4;
695,5;33,8;-2,577;1,99;561,6;
696;35,2;-2,683;1,679;560,7;
696,5;34,4;-2,746;1,31;559,8;
697;34,9;-2,641;0,933;558,9;
697,5;31,7;-2,574;0,511;558,1;
698;31,2;-2,411;0,117;557,2;
698,5;29,4;-2,246;-0,245;556,3;
699;30,2;-1,999;-0,656;555,4;
699,5;30,3;-1,704;-1,091;554,6;
700;28,8;-1,314;-1,511;553,7;
700,5;30,7;-0,881;-1,841;552,8;
701;30,5;-0,479;-2,127;551,9;
701,5;33,5;-0,041;-2,321;551,1;
702;31,3;0,272;-2,522;551,9;
702,5;35,6;0,688;-2,616;566,7;
703;39,5;1,092;-2,599;566,1;
703,5;36,9;1,498;-2,717;565,2;
704;36,5;1,821;-2,684;564,3;
704,5;37,6;2,086;-2,478;563,3;
705;42,7;2,21;-2,228;562,4;
705,5;41,6;2,368;-2,038;561,6;
706;40,9;2,53;-1,836;560,6;
706,5;41,6;2,62;-1,497;559,8;
707;44,3;2,572;-1,121;558,9;
707,5;43,2;2,523;-0,695;558;
708;43;2,376;-0,332;557,1;
708,5;39;2,285;0,008;556,3;
709;38,6;2,06;0,319;555,4;
709,5;38,7;1,84;0,778;554,6;
710;41;1,432;1,166;553,8;
710,5;35,5;1,141;1,573;552,9;
711;34,3;0,724;1,906;552;
711,5;32,9;0,323;2,229;551,2;
712;33,8;-0,074;2,375;552,1;
712,5;31,9;-0,423;2,549;566,5;
713;31,2;-0,857;2,726;565,9;
713,5;31,6;-1,28;2,81;565;
714;31,2;-1,703;2,823;564;
714,5;29,7;-2,023;2,735;563,1;
715;29,7;-2,268;2,544;562,1;
715,5;31,5;-2,413;2,368;561,3;
716;33,6;-2,586;2,132;560,4;
716,5;34,1;-2,68;1,774;559,5;
717;33,8;-2,771;1,408;558,7;
717,5;33,4;-2,722;1,043;557,8;
718;36,4;-2,588;0,612;556,9;
718,5;37,5;-2,397;0,189;556;
719;37,7;-2,21;-0,129;555,1;
719,5;37,7;-1,961;-0,532;554,3;
720;44,2;-1,623;-0,888;553,4;
720,5;47,2;-1,231;-1,25;552,5;
721;45,1;-0,896;-1,621;551,6;
721,5;39,9;-0,547;-1,952;550,6;
722;39,4;-0,148;-2,174;552;
722,5;40,3;0,188;-2,327;566,6;
723;41,3;0,551;-2,445;566;
723,5;40,6;0,976;-2,611;565,1;
724;38;1,378;-2,67;564,2;
724,5;35,5;1,773;-2,655;563,2;
725;36,6;2,041;-2,533;562,3;
725,5;36,2;2,25;-2,331;561,5;
726;33,9;2,438;-2,17;560,7;
726,5;30,9;2,686;-2,026;559,8;
727;31,8;2,737;-1,644;558,9;
727,5;29,5;2,805;-1,276;558;
728;30,4;2,679;-0,844;557,1;
728,5;30,1;2,591;-0,459;556,3;
729;30,6;2,401;-0,086;555,4;
729,5;32,4;2,187;0,262;554,6;
730;34;1,866;0,711;553,8;
730,5;32,7;1,582;1,164;552,9;
731;33,5;1,157;1,513;552,1;
731,5;37,4;0,77;1,818;551,3;
732;38,4;0,342;2,045;552,4;
732,5;41,3;-0,012;2,171;566,5;
733;43,1;-0,313;2,297;565,9;
733,5;44,3;-0,751;2,456;565;
734;47,2;-1,096;2,446;564,1;
734,5;44;-1,49;2,516;563,2;
735;41,6;-1,793;2,45;562,3;
735,5;40,9;-2,057;2,337;561,4;
736;41,1;-2,187;2,131;560,6;
736,5;41,1;-2,38;1,963;559,7;
737;40,4;-2,474;1,664;558,9;
737,5;36,6;-2,626;1,413;558;
738;34,7;-2,66;1,082;557,2;
738,5;33,4;-2,554;0,612;556,3;
739;33,3;-2,404;0,222;555,4;
739,5;29,7;-2,276;-0,101;554,5;
740;29,8;-2;-0,487;553,7;
740,5;27,4;-1,8;-0,946;552,8;
741;28,6;-1,465;-1,345;552,1;
741,5;33;-0,959;-1,661;551,2;
742;32,8;-0,599;-1,978;552,5;
742,5;31,3;-0,192;-2,204;566,6;
743;32,7;0,165;-2,359;566;
743,5;36,4;0,554;-2,5;565,1;
744;38,2;0,965;-2,587;564,2;
744,5;39,4;1,329;-2,586;563,3;
745;41,6;1,667;-2,509;562,4;
745,5;43;1,942;-2,349;561,5;
746;42,3;2,128;-2,181;560,7;
746,5;42,6;2,243;-2;559,9;
747;42;2,436;-1,813;559;
747,5;41,1;2,55;-1,518;558,1;
748;41,2;2,56;-1,149;557,3;
748,5;40,3;2,504;-0,762;556,5;
749;38,8;2,377;-0,43;555,6;
749,5;37,2;2,268;-0,059;554,7;
750;37,5;2,084;0,26;554;
750,5;31,4;1,893;0,746;553,2;
751;26,8;1,621;1,185;552,3;
751,5;26,9;1,262;1,591;551,4;
752;25,3;0,805;1,926;552,5;
752,5;29,2;0,35;2,18;566,6;
753;31,1;0,009;2,364;565,8;
753,5;30,9;-0,364;2,527;564,9;
754;32;-0,804;2,659;564;
754,5;34,7;-1,227;2,701;563,1;
755;36,8;-1,565;2,651;562,2;
755,5;37;-1,853;2,548;561,3;
756;35,9;-2,149;2,451;560,5;
756,5;38;-2,31;2,244;559,6;
757;43;-2,354;1,92;558,7;
757,5;45,4;-2,486;1,634;557,8;
758;43,1;-2,55;1,331;557;
758,5;42,9;-2,489;0,947;556,1;
759;41,9;-2,464;0,618;555,2;
759,5;38,5;-2,346;0,212;554,3;
760;38,8;-2,15;-0,128;553,4;
760,5;39,3;-1,941;-0,484;552,6;
761;36,5;-1,699;-0,939;551,7;
761,5;37,2;-1,356;-1,33;550,8;
762;36,6;-0,945;-1,695;552,4;
762,5;29,7;-0,585;-2,075;566,7;
763;27,6;-0,194;-2,325;565,9;
763,5;29,9;0,179;-2,529;565;
764;29,9;0,593;-2,678;564;
764,5;30,3;1,04;-2,784;563,2;
765;29,1;1,465;-2,885;562,2;
765,5;28,5;1,876;-2,841;561,4;
766;29,3;2,158;-2,669;560,5;
766,5;31,7;2,324;-2,446;559,6;
767;32,9;2,472;-2,212;558,7;
767,5;34,3;2,638;-1,945;557,8;
768;38,5;2,672;-1,589;557;
768,5;45,1;2,538;-1,125;556,2;
769;44,1;2,53;-0,768;555,3;
769,5;41,5;2,41;-0,373;554,4;
770;40,7;2,235;-0,034;553,5;
770,5;42,6;2,041;0,299;552,7;
771;40,8;1,801;0,739;551,8;
771,5;40,3;1,515;1,137;550,9;
772;36,5;1,179;1,552;552,5;
772,5;35,8;0,739;1,881;566,7;
773;37,4;0,292;2,116;566;
773,5;40;-0,065;2,268;565,1;
774;33,4;-0,409;2,562;564,1;
774,5;32,4;-0,801;2,702;563,2;
775;29,5;-1,261;2,872;562,3;
775,5;29,6;-1,673;2,852;561,4;
776;29,9;-1,999;2,73;560,4;
776,5;30,2;-2,261;2,552;559,5;
777;32,3;-2,418;2,385;558,7;
777,5;33,9;-2,572;2,087;557,8;
778;35,6;-2,667;1,769;557;
778,5;34,2;-2,742;1,393;556;
779;33;-2,733;1,005;555,1;
779,5;35,6;-2,594;0,598;554,2;
780;39,8;-2,31;0,149;553,3;
780,5;39,2;-2,188;-0,145;552,4;
781;41,1;-1,901;-0,555;551,6;
781,5;42,7;-1,597;-0,95;550,7;
782;47,3;-1,212;-1,277;552,5;
782,5;43,6;-0,85;-1,671;566,8;
783;43,5;-0,498;-1,913;566;
783,5;39,2;-0,13;-2,199;565,1;
784;36,9;0,196;-2,384;564,2;
784,5;38,3;0,641;-2,518;563,3;
785;39,9;1,038;-2,623;562,4;
785,5;37;1,428;-2,663;561,5;
786;30,6;1,886;-2,783;560,6;
786,5;30,2;2,137;-2,636;559,8;
787;31,1;2,331;-2,416;558,8;
787,5;31,4;2,491;-2,17;558;
788;31,7;2,672;-1,93;557,1;
788,5;31,5;2,784;-1,62;556,2;
789;31,8;2,778;-1,221;555,4;
789,5;33,3;2,626;-0,807;554,6;
790;34,1;2,464;-0,39;553,7;
790,5;35,1;2,266;0,01;552,9;
791;38;2,054;0,358;552,1;
791,5;41,5;1,724;0,753;551,1;
792;42,4;1,357;1,162;552,9;
792,5;41,6;1,025;1,529;566,7;
793;44,1;0,606;1,771;565,9;
793,5;43,6;0,233;2,051;565;
794;43;-0,108;2,206;564,1;
794,5;41,2;-0,439;2,373;563,2;
795;38,3;-0,89;2,543;562,4;
795,5;37,5;-1,255;2,638;561,5;
796;37,1;-1,633;2,595;560,7;
796,5;33,5;-1,954;2,558;559,8;
797;28,7;-2,272;2,491;558,8;
797,5;25;-2,509;2,355;558,1;
798;30,5;-2,553;1,995;557,2;
798,5;33,5;-2,667;1,674;556,3;
799;30,8;-2,738;1,324;555,5;
799,5;31,1;-2,649;0,928;554,6;
800;29,5;-2,615;0,535;553,7;
800,5;32,7;-2,324;0,121;552,8;
801;39,3;-2,039;-0,211;552;
801,5;40,7;-1,81;-0,637;551,2;
802;40,6;-1,537;-1,02;552,8;
802,5;41,2;-1,118;-1,374;566,8;
803;41,7;-0,767;-1,654;566;
803,5;41,2;-0,4;-1,982;565,1;
804;40,2;-0,023;-2,189;564,2;
804,5;41,3;0,31;-2,287;563,4;
805;38,7;0,703;-2,493;562,5;
805,5;38,2;1,122;-2,571;561,6;
806;36,5;1,522;-2,636;560,7;
806,5;34;1,87;-2,602;559,9;
807;30,5;2,157;-2,523;559;
807,5;29,2;2,376;-2,355;558,2;
808;30,1;2,528;-2,141;557,3;
808,5;29,2;2,703;-1,864;556,5;
809;29,1;2,795;-1,497;555,6;
809,5;29,6;2,766;-1,125;554,8;
810;30,6;2,611;-0,639;554;
810,5;32;2,395;-0,238;553,1;
811;35,2;2,201;0,091;552,2;
811,5;36,6;1,972;0,496;551,5;
812;43,6;1,589;0,9;553,2;
812,5;45,2;1,232;1,27;566,7;
813;45,6;0,836;1,591;565,9;
813,5;44,8;0,47;1,857;564,9;
814;41;0,112;2,171;564;
814,5;39,1;-0,213;2,311;563,2;
815;40,3;-0,575;2,424;562,3;
815,5;40,7;-1,009;2,556;561,5;
816;36;-1,404;2,674;560,6;
816,5;31,3;-1,815;2,732;559,7;
817;30,1;-2,131;2,574;558,8;
817,5;31,6;-2,31;2,378;558;
818;29,8;-2,506;2,24;557;
818,5;30,4;-2,672;1,963;556,2;
819;28,6;-2,826;1,668;555,2;
819,5;31,1;-2,773;1,231;554,4;
820;32,7;-2,649;0,797;553,5;
820,5;32,8;-2,474;0,351;552,6;
821;34,7;-2,287;-0,001;551,8;
821,5;37,5;-2,051;-0,344;550,9;
822;41,2;-1,725;-0,781;552,9;
822,5;43,9;-1,386;-1,151;566,9;
823;40,3;-1,066;-1,553;566;
823,5;40,3;-0,695;-1,857;565;
824;41,3;-0,281;-2,075;564,2;
824,5;41,4;0,083;-2,268;563,2;
825;41,5;0,431;-2,407;562,3;
825,5;38,3;0,872;-2,639;561,5;
826;37,1;1,29;-2,717;560,5;
826,5;37,8;1,662;-2,651;559,7;
827;33,9;2,01;-2,62;558,7;
827,5;30,3;2,294;-2,517;557,8;
828;27,5;2,533;-2,427;557;
828,5;29,5;2,672;-2,108;556,2;
829;32,1;2,736;-1,75;555,4;
829,5;33,6;2,767;-1,364;554,4;
830;31,9;2,744;-0,979;553,7;
830,5;29,3;2,653;-0,53;552,8;
831;30,3;2,465;-0,126;551,8;
831,5;35,4;2,195;0,206;551;
832;38;1,893;0,634;553,2;
832,5;37,6;1,608;1,062;566,7;
833;40,3;1,201;1,431;565,8;
833,5;40,6;0,786;1,78;564,9;
834;42,7;0,372;2,044;563,9;
834,5;43,4;-0,005;2,192;563,1;
835;39,4;-0,321;2,421;562,1;
835,5;38,9;-0,726;2,572;561,1;
836;40,4;-1,127;2,631;560,4;
836,5;39,5;-1,542;2,696;559,5;
837;36,8;-1,867;2,645;558,5;
837,5;33,3;-2,178;2,528;557,6;
838;31,5;-2,421;2,388;556,8;
838,5;32,1;-2,552;2,137;555,8;
839;28,8;-2,785;1,92;555;
839,5;30,4;-2,808;1,552;554;
840;29,9;-2,793;1,117;553,2;
840,5;32,1;-2,683;0,701;552,3;
841;32,7;-2,467;0,246;551,4;
841,5;31,8;-2,287;-0,114;550,5;
842;33,1;-2,041;-0,503;553,3;
842,5;39,3;-1,683;-0,913;566,8;
843;46,1;-1,259;-1,25;566;
843,5;44,5;-0,93;-1,609;565;
844;42,6;-0,524;-1,908;564,1;
844,5;39,7;-0,16;-2,181;563,2;
845;40,8;0,169;-2,326;562,2;
845,5;40,9;0,571;-2,467;561,3;
846;42,4;0,99;-2,517;560,5;
846,5;37,8;1,403;-2,673;559,6;
847;33,4;1,799;-2,654;558,7;
847,5;32,2;2,123;-2,597;557,8;
848;33,5;2,285;-2,367;557;
848,5;31,8;2,484;-2,214;556,1;
849;31,1;2,66;-1,957;555,2;
849,5;30,6;2,781;-1,635;554,5;
850;32,5;2,76;-1,213;553,5;
850,5;34,2;2,639;-0,81;552,7;
851;33,6;2,474;-0,388;551,8;
851,5;33,1;2,31;0,01;551;
852;37,3;2,084;0,359;553,4;
852,5;41,1;1,718;0,772;566,8;
853;42,7;1,395;1,147;565,9;
853,5;42,6;1,048;1,488;565;
854;42,4;0,626;1,832;564,2;
854,5;43,6;0,221;2,006;563,3;
855;42,7;-0,133;2,228;562,3;
855,5;41,6;-0,457;2,355;561,5;
856;39;-0,867;2,505;560,7;
856,5;36,7;-1,31;2,654;559,8;
857;35,5;-1,645;2,653;558,9;
857,5;32,2;-1,964;2,576;558;
858;27,6;-2,296;2,498;557,1;
858,5;27,1;-2,448;2,305;556,2;
859;31,3;-2,597;2,034;555,4;
859,5;33,5;-2,64;1,662;554,6;
860;34,4;-2,701;1,31;553,7;
860,5;33,2;-2,593;0,867;552,7;
861;31,2;-2,51;0,464;551,9;
861,5;34,3;-2,331;0,101;551,2;
862;41,1;-2,041;-0,25;553,5;
862,5;43,6;-1,731;-0,655;566,9;
863;44,9;-1,404;-1,021;566;
863,5;41,1;-1,118;-1,425;565;
864;38,1;-0,77;-1,779;564,3;
864,5;39,2;-0,37;-2,003;563,2;
865;37,8;0,012;-2,22;562,4;
865,5;38,2;0,35;-2,339;561,6;
866;36,3;0,788;-2,539;560,7;
866,5;33,8;1,217;-2,711;559,9;
867;32,3;1,608;-2,707;559,1;
867,5;29,2;1,935;-2,664;558,2;
868;29;2,168;-2,508;557,2;
868,5;29,9;2,407;-2,334;556,5;
869;31,9;2,548;-2,097;555,6;
869,5;34,8;2,6;-1,715;554,7;
870;34,6;2,66;-1,387;553,9;
870,5;34,6;2,65;-0,995;553,1;
871;38,3;2,467;-0,575;552,3;
871,5;41,3;2,29;-0,164;551,4;
872;41,1;2,088;0,166;553,8;
872,5;41,2;1,827;0,556;566,8;
873;44,4;1,501;0,938;565,9;
873,5;40,2;1,252;1,411;564,9;
874;43,9;0,815;1,649;564;
874,5;39,7;0,439;1,957;563,1;
875;36,4;0,076;2,2;562,3;
875,5;31,4;-0,248;2,493;561,4;
876;32,9;-0,682;2,62;560,6;
876,5;33,2;-1,132;2,694;559,7;
877;33;-1,485;2,727;558,8;
877,5;30,3;-1,912;2,725;557,9;
878;30,3;-2,187;2,534;557,1;
878,5;30,8;-2,408;2,407;556,1;
879;36,6;-2,397;2,037;555,3;
879,5;39;-2,513;1,752;554,4;
880;36,9;-2,717;1,492;553,5;
880,5;37,5;-2,651;1,046;552,6;
881;40,9;-2,47;0,617;551,8;
881,5;40,1;-2,312;0,237;550,9;
882;39,1;-2,189;-0,105;553,6;
882,5;40;-1,947;-0,453;566,8;
883;39,1;-1,701;-0,893;565,9;
883,5;43,3;-1,288;-1,242;565;
884;38,4;-0,949;-1,668;564;
884,5;36;-0,575;-1,964;563,2;
885;31,3;-0,196;-2,325;562,2;
885,5;31,5;0,155;-2,441;561,4;
886;29,9;0,591;-2,628;560,5;
886,5;29,5;1,033;-2,834;559,6;
887;30,5;1,482;-2,805;558,7;
887,5;26,8;1,895;-2,866;557,8;
888;29,8;2,173;-2,639;556,9;
888,5;31,1;2,37;-2,44;556;
889;33,8;2,459;-2,213;555,2;
889,5;34,5;2,624;-1,947;554,4;
890;39,3;2,659;-1,565;553,4;
890,5;44,6;2,566;-1,121;552,6;
891;45,1;2,484;-0,726;551,7;
891,5;44,4;2,312;-0,337;550,8;
892;39,9;2,269;-0,005;553,9;
892,5;37,3;2,068;0,373;566,8;
893;41,4;1,74;0,755;565,9;
893,5;38,8;1,485;1,191;565;
894;35,7;1,086;1,585;564,1;
894,5;32,5;0,736;1,984;563,1;
895;30,7;0,285;2,253;562,2;
895,5;30,7;-0,085;2,413;561,3;
